Cycle=1_Fc=3_X	Cycle=1_Fc=3_Y	Cycle=1_Fc=4_X	Cycle=1_Fc=4_Y	Cycle=1_Fc=4-3_X	Cycle=1_Fc=4-3_Y	Cycle=2_Fc=3_X	Cycle=2_Fc=3_Y	Cycle=2_Fc=4_X	Cycle=2_Fc=4_Y	Cycle=2_Fc=4-3_X	Cycle=2_Fc=4-3_Y	Cycle=3_Fc=3_X	Cycle=3_Fc=3_Y	Cycle=3_Fc=4_X	Cycle=3_Fc=4_Y	Cycle=3_Fc=4-3_X	Cycle=3_Fc=4-3_Y	Cycle=4_Fc=3_X	Cycle=4_Fc=3_Y	Cycle=4_Fc=4_X	Cycle=4_Fc=4_Y	Cycle=4_Fc=4-3_X	Cycle=4_Fc=4-3_Y	Cycle=5_Fc=3_X	Cycle=5_Fc=3_Y	Cycle=5_Fc=4_X	Cycle=5_Fc=4_Y	Cycle=5_Fc=4-3_X	Cycle=5_Fc=4-3_Y	Cycle=6_Fc=3_X	Cycle=6_Fc=3_Y	Cycle=6_Fc=4_X	Cycle=6_Fc=4_Y	Cycle=6_Fc=4-3_X	Cycle=6_Fc=4-3_Y	Cycle=7_Fc=3_X	Cycle=7_Fc=3_Y	Cycle=7_Fc=4_X	Cycle=7_Fc=4_Y	Cycle=7_Fc=4-3_X	Cycle=7_Fc=4-3_Y	Cycle=8_Fc=3_X	Cycle=8_Fc=3_Y	Cycle=8_Fc=4_X	Cycle=8_Fc=4_Y	Cycle=8_Fc=4-3_X	Cycle=8_Fc=4-3_Y	Cycle=9_Fc=3_X	Cycle=9_Fc=3_Y	Cycle=9_Fc=4_X	Cycle=9_Fc=4_Y	Cycle=9_Fc=4-3_X	Cycle=9_Fc=4-3_Y	Cycle=10_Fc=3_X	Cycle=10_Fc=3_Y	Cycle=10_Fc=4_X	Cycle=10_Fc=4_Y	Cycle=10_Fc=4-3_X	Cycle=10_Fc=4-3_Y	Cycle=11_Fc=3_X	Cycle=11_Fc=3_Y	Cycle=11_Fc=4_X	Cycle=11_Fc=4_Y	Cycle=11_Fc=4-3_X	Cycle=11_Fc=4-3_Y	Cycle=12_Fc=3_X	Cycle=12_Fc=3_Y	Cycle=12_Fc=4_X	Cycle=12_Fc=4_Y	Cycle=12_Fc=4-3_X	Cycle=12_Fc=4-3_Y	Cycle=13_Fc=3_X	Cycle=13_Fc=3_Y	Cycle=13_Fc=4_X	Cycle=13_Fc=4_Y	Cycle=13_Fc=4-3_X	Cycle=13_Fc=4-3_Y	Cycle=14_Fc=3_X	Cycle=14_Fc=3_Y	Cycle=14_Fc=4_X	Cycle=14_Fc=4_Y	Cycle=14_Fc=4-3_X	Cycle=14_Fc=4-3_Y	Cycle=15_Fc=3_X	Cycle=15_Fc=3_Y	Cycle=15_Fc=4_X	Cycle=15_Fc=4_Y	Cycle=15_Fc=4-3_X	Cycle=15_Fc=4-3_Y	Cycle=16_Fc=3_X	Cycle=16_Fc=3_Y	Cycle=16_Fc=4_X	Cycle=16_Fc=4_Y	Cycle=16_Fc=4-3_X	Cycle=16_Fc=4-3_Y	Cycle=17_Fc=3_X	Cycle=17_Fc=3_Y	Cycle=17_Fc=4_X	Cycle=17_Fc=4_Y	Cycle=17_Fc=4-3_X	Cycle=17_Fc=4-3_Y	Cycle=18_Fc=3_X	Cycle=18_Fc=3_Y	Cycle=18_Fc=4_X	Cycle=18_Fc=4_Y	Cycle=18_Fc=4-3_X	Cycle=18_Fc=4-3_Y	Cycle=19_Fc=3_X	Cycle=19_Fc=3_Y	Cycle=19_Fc=4_X	Cycle=19_Fc=4_Y	Cycle=19_Fc=4-3_X	Cycle=19_Fc=4-3_Y	Cycle=20_Fc=3_X	Cycle=20_Fc=3_Y	Cycle=20_Fc=4_X	Cycle=20_Fc=4_Y	Cycle=20_Fc=4-3_X	Cycle=20_Fc=4-3_Y	Cycle=21_Fc=3_X	Cycle=21_Fc=3_Y	Cycle=21_Fc=4_X	Cycle=21_Fc=4_Y	Cycle=21_Fc=4-3_X	Cycle=21_Fc=4-3_Y	Cycle=22_Fc=3_X	Cycle=22_Fc=3_Y	Cycle=22_Fc=4_X	Cycle=22_Fc=4_Y	Cycle=22_Fc=4-3_X	Cycle=22_Fc=4-3_Y	Cycle=23_Fc=3_X	Cycle=23_Fc=3_Y	Cycle=23_Fc=4_X	Cycle=23_Fc=4_Y	Cycle=23_Fc=4-3_X	Cycle=23_Fc=4-3_Y	Cycle=24_Fc=3_X	Cycle=24_Fc=3_Y	Cycle=24_Fc=4_X	Cycle=24_Fc=4_Y	Cycle=24_Fc=4-3_X	Cycle=24_Fc=4-3_Y	Cycle=25_Fc=3_X	Cycle=25_Fc=3_Y	Cycle=25_Fc=4_X	Cycle=25_Fc=4_Y	Cycle=25_Fc=4-3_X	Cycle=25_Fc=4-3_Y
694.6	23689.9	694.6	24307.6	694.6	617.66	694.6	23682.2	694.6	24272.7	694.6	590.51	694.6	23694.8	694.6	24268.8	694.6	574.029	694.6	23697.3	694.6	24266.4	694.6	569.105	694.6	23706.6	694.6	24282.3	694.6	575.705	694.6	23713.9	694.6	24296.2	694.6	582.371	694.6	23724	694.6	24318.3	694.6	594.355	694.6	23749	694.6	24356.7	694.6	607.74	694.6	23795	694.6	24405.2	694.6	610.16	694.6	23874.3	694.6	24480.4	694.6	606.092	694.6	23991.2	694.6	24575.5	694.6	584.25	694.6	24110.2	694.6	24759	694.6	648.869	694.6	24092.3	694.6	24574	694.6	481.789	694.6	24095.1	694.6	24557.8	694.6	462.806	694.6	24100.4	694.6	24553.4	694.6	452.99	694.6	24107.5	694.6	24553.4	694.6	445.979	694.6	24114.4	694.6	24554.4	694.6	439.98	694.6	24121.4	694.6	24555.8	694.6	434.432	694.6	24130.2	694.6	24559.3	694.6	429.121	694.6	24139.8	694.6	24563.5	694.6	423.68	694.6	24151.6	694.6	24569.3	694.6	417.721	694.6	24155.8	694.6	24566.9	694.6	411.064	694.6	24255.9	694.6	24732.6	694.6	476.721	694.6	24240.6	694.6	24614.5	694.6	373.969	694.6	24247.9	694.6	24614.2	694.6	366.297
694.7	23689.9	694.7	24307.6	694.7	617.66	694.7	23682.2	694.7	24272.7	694.7	590.506	694.7	23694.8	694.7	24268.8	694.7	574.025	694.7	23697.3	694.7	24266.4	694.7	569.105	694.7	23706.6	694.7	24282.3	694.7	575.699	694.7	23713.9	694.7	24296.2	694.7	582.366	694.7	23724	694.7	24318.3	694.7	594.35	694.7	23749	694.7	24356.7	694.7	607.736	694.7	23795.1	694.7	24405.2	694.7	610.16	694.7	23874.3	694.7	24480.4	694.7	606.092	694.7	23991.2	694.7	24575.5	694.7	584.24	694.7	24110.2	694.7	24759	694.7	648.865	694.7	24092.3	694.7	24574	694.7	481.789	694.7	24095.1	694.7	24557.9	694.7	462.809	694.7	24100.4	694.7	24553.4	694.7	452.99	694.7	24107.5	694.7	24553.4	694.7	445.975	694.7	24114.4	694.7	24554.4	694.7	439.977	694.7	24121.4	694.7	24555.8	694.7	434.432	694.7	24130.2	694.7	24559.3	694.7	429.131	694.7	24139.8	694.7	24563.5	694.7	423.676	694.7	24151.6	694.7	24569.3	694.7	417.721	694.7	24155.8	694.7	24566.9	694.7	411.059	694.7	24255.9	694.7	24732.6	694.7	476.705	694.7	24240.6	694.7	24614.5	694.7	373.969	694.7	24247.9	694.7	24614.2	694.7	366.291
694.8	23689.9	694.8	24307.6	694.8	617.656	694.8	23682.2	694.8	24272.7	694.8	590.5	694.8	23694.8	694.8	24268.8	694.8	574.02	694.8	23697.4	694.8	24266.4	694.8	569.1	694.8	23706.6	694.8	24282.3	694.8	575.709	694.8	23713.9	694.8	24296.2	694.8	582.359	694.8	23724	694.8	24318.3	694.8	594.35	694.8	23749	694.8	24356.7	694.8	607.727	694.8	23795.1	694.8	24405.2	694.8	610.155	694.8	23874.3	694.8	24480.4	694.8	606.08	694.8	23991.3	694.8	24575.5	694.8	584.24	694.8	24110.2	694.8	24759	694.8	648.85	694.8	24092.3	694.8	24574	694.8	481.779	694.8	24095.1	694.8	24557.9	694.8	462.805	694.8	24100.4	694.8	24553.4	694.8	452.986	694.8	24107.5	694.8	24553.4	694.8	445.969	694.8	24114.4	694.8	24554.4	694.8	439.98	694.8	24121.4	694.8	24555.8	694.8	434.432	694.8	24130.2	694.8	24559.3	694.8	429.127	694.8	24139.8	694.8	24563.5	694.8	423.67	694.8	24151.6	694.8	24569.3	694.8	417.717	694.8	24155.8	694.8	24566.9	694.8	411.055	694.8	24255.9	694.8	24732.6	694.8	476.699	694.8	24240.6	694.8	24614.5	694.8	373.969	694.8	24247.9	694.8	24614.2	694.8	366.291
694.9	23689.9	694.9	24307.6	694.9	617.65	694.9	23682.2	694.9	24272.7	694.9	590.5	694.9	23694.8	694.9	24268.8	694.9	574.016	694.9	23697.4	694.9	24266.4	694.9	569.096	694.9	23706.6	694.9	24282.3	694.9	575.705	694.9	23713.9	694.9	24296.3	694.9	582.369	694.9	23724	694.9	24318.3	694.9	594.35	694.9	23749	694.9	24356.7	694.9	607.721	694.9	23795.1	694.9	24405.2	694.9	610.139	694.9	23874.3	694.9	24480.4	694.9	606.075	694.9	23991.3	694.9	24575.5	694.9	584.227	694.9	24110.2	694.9	24759	694.9	648.846	694.9	24092.3	694.9	24574	694.9	481.775	694.9	24095.1	694.9	24557.9	694.9	462.799	694.9	24100.4	694.9	24553.4	694.9	452.979	694.9	24107.5	694.9	24553.4	694.9	445.969	694.9	24114.4	694.9	24554.4	694.9	439.977	694.9	24121.4	694.9	24555.8	694.9	434.427	694.9	24130.2	694.9	24559.3	694.9	429.121	694.9	24139.8	694.9	24563.5	694.9	423.67	694.9	24151.6	694.9	24569.3	694.9	417.711	694.9	24155.8	694.9	24566.9	694.9	411.049	694.9	24255.9	694.9	24732.6	694.9	476.699	694.9	24240.6	694.9	24614.5	694.9	373.975	694.9	24247.9	694.9	24614.2	694.9	366.287
695	23689.9	695	24307.6	695	617.65	695	23682.2	695	24272.7	695	590.506	695	23694.8	695	24268.8	695	574.01	695	23697.4	695	24266.4	695	569.09	695	23706.6	695	24282.3	695	575.711	695	23713.9	695	24296.3	695	582.369	695	23724	695	24318.3	695	594.35	695	23749	695	24356.7	695	607.721	695	23795.1	695	24405.2	695	610.139	695	23874.3	695	24480.4	695	606.059	695	23991.3	695	24575.5	695	584.221	695	24110.2	695	24759	695	648.84	695	24092.3	695	24574	695	481.779	695	24095.1	695	24557.9	695	462.809	695	24100.4	695	24553.4	695	452.979	695	24107.5	695	24553.5	695	445.977	695	24114.4	695	24554.4	695	439.971	695	24121.4	695	24555.8	695	434.42	695	24130.2	695	24559.3	695	429.121	695	24139.8	695	24563.5	695	423.676	695	24151.6	695	24569.3	695	417.697	695	24155.8	695	24566.9	695	411.049	695	24255.9	695	24732.6	695	476.686	695	24240.6	695	24614.5	695	373.969	695	24247.9	695	24614.2	695	366.291
695.1	23689.9	695.1	24307.6	695.1	617.65	695.1	23682.2	695.1	24272.7	695.1	590.5	695.1	23694.8	695.1	24268.8	695.1	574.006	695.1	23697.4	695.1	24266.5	695.1	569.102	695.1	23706.6	695.1	24282.3	695.1	575.707	695.1	23713.9	695.1	24296.3	695.1	582.365	695.1	23724	695.1	24318.3	695.1	594.346	695.1	23749	695.1	24356.7	695.1	607.721	695.1	23795.1	695.1	24405.2	695.1	610.148	695.1	23874.3	695.1	24480.4	695.1	606.059	695.1	23991.3	695.1	24575.5	695.1	584.207	695.1	24110.2	695.1	24759	695.1	648.83	695.1	24092.3	695.1	24574	695.1	481.766	695.1	24095.1	695.1	24557.9	695.1	462.809	695.1	24100.4	695.1	24553.4	695.1	452.988	695.1	24107.5	695.1	24553.5	695.1	445.971	695.1	24114.4	695.1	24554.4	695.1	439.971	695.1	24121.4	695.1	24555.8	695.1	434.42	695.1	24130.2	695.1	24559.3	695.1	429.116	695.1	24139.8	695.1	24563.5	695.1	423.67	695.1	24151.6	695.1	24569.3	695.1	417.701	695.1	24155.8	695.1	24566.9	695.1	411.061	695.1	24255.9	695.1	24732.6	695.1	476.68	695.1	24240.6	695.1	24614.5	695.1	373.969	695.1	24247.9	695.1	24614.2	695.1	366.291
695.2	23689.9	695.2	24307.6	695.2	617.656	695.2	23682.2	695.2	24272.7	695.2	590.5	695.2	23694.8	695.2	24268.8	695.2	574.01	695.2	23697.4	695.2	24266.5	695.2	569.098	695.2	23706.6	695.2	24282.3	695.2	575.711	695.2	23713.9	695.2	24296.3	695.2	582.359	695.2	23724	695.2	24318.3	695.2	594.34	695.2	23749	695.2	24356.7	695.2	607.717	695.2	23795.1	695.2	24405.2	695.2	610.139	695.2	23874.3	695.2	24480.4	695.2	606.055	695.2	23991.3	695.2	24575.5	695.2	584.201	695.2	24110.2	695.2	24759	695.2	648.83	695.2	24092.3	695.2	24574	695.2	481.76	695.2	24095.1	695.2	24557.9	695.2	462.805	695.2	24100.4	695.2	24553.4	695.2	452.984	695.2	24107.5	695.2	24553.5	695.2	445.971	695.2	24114.4	695.2	24554.4	695.2	439.967	695.2	24121.4	695.2	24555.8	695.2	434.43	695.2	24130.2	695.2	24559.3	695.2	429.109	695.2	24139.8	695.2	24563.5	695.2	423.67	695.2	24151.6	695.2	24569.3	695.2	417.701	695.2	24155.8	695.2	24566.9	695.2	411.057	695.2	24255.9	695.2	24732.6	695.2	476.68	695.2	24240.6	695.2	24614.5	695.2	373.979	695.2	24247.9	695.2	24614.2	695.2	366.291
695.3	23689.9	695.3	24307.6	695.3	617.65	695.3	23682.3	695.3	24272.7	695.3	590.5	695.3	23694.8	695.3	24268.8	695.3	574.01	695.3	23697.4	695.3	24266.5	695.3	569.092	695.3	23706.6	695.3	24282.3	695.3	575.707	695.3	23713.9	695.3	24296.3	695.3	582.369	695.3	23724	695.3	24318.3	695.3	594.34	695.3	23749	695.3	24356.7	695.3	607.721	695.3	23795.1	695.3	24405.2	695.3	610.139	695.3	23874.3	695.3	24480.3	695.3	606.039	695.3	23991.3	695.3	24575.4	695.3	584.189	695.3	24110.2	695.3	24759	695.3	648.83	695.3	24092.3	695.3	24574	695.3	481.756	695.3	24095.1	695.3	24557.9	695.3	462.795	695.3	24100.4	695.3	24553.4	695.3	452.979	695.3	24107.5	695.3	24553.5	695.3	445.967	695.3	24114.4	695.3	24554.4	695.3	439.957	695.3	24121.4	695.3	24555.8	695.3	434.416	695.3	24130.2	695.3	24559.3	695.3	429.109	695.3	24139.8	695.3	24563.5	695.3	423.67	695.3	24151.6	695.3	24569.3	695.3	417.701	695.3	24155.8	695.3	24566.9	695.3	411.051	695.3	24255.9	695.3	24732.6	695.3	476.676	695.3	24240.6	695.3	24614.5	695.3	373.979	695.3	24247.9	695.3	24614.2	695.3	366.286
695.4	23690	695.4	24307.6	695.4	617.65	695.4	23682.3	695.4	24272.7	695.4	590.496	695.4	23694.8	695.4	24268.8	695.4	574.01	695.4	23697.4	695.4	24266.5	695.4	569.097	695.4	23706.6	695.4	24282.3	695.4	575.711	695.4	23713.9	695.4	24296.3	695.4	582.375	695.4	23724	695.4	24318.3	695.4	594.35	695.4	23749	695.4	24356.7	695.4	607.711	695.4	23795.1	695.4	24405.2	695.4	610.139	695.4	23874.3	695.4	24480.3	695.4	606.039	695.4	23991.3	695.4	24575.4	695.4	584.186	695.4	24110.2	695.4	24759	695.4	648.82	695.4	24092.3	695.4	24574	695.4	481.75	695.4	24095.1	695.4	24557.9	695.4	462.801	695.4	24100.4	695.4	24553.4	695.4	452.975	695.4	24107.5	695.4	24553.5	695.4	445.961	695.4	24114.4	695.4	24554.4	695.4	439.961	695.4	24121.4	695.4	24555.8	695.4	434.42	695.4	24130.2	695.4	24559.3	695.4	429.109	695.4	24139.8	695.4	24563.5	695.4	423.666	695.4	24151.6	695.4	24569.3	695.4	417.696	695.4	24155.8	695.4	24566.9	695.4	411.057	695.4	24255.9	695.4	24732.6	695.4	476.67	695.4	24240.6	695.4	24614.5	695.4	373.975	695.4	24247.9	695.4	24614.2	695.4	366.289
695.5	23690	695.5	24307.6	695.5	617.646	695.5	23682.3	695.5	24272.7	695.5	590.49	695.5	23694.8	695.5	24268.8	695.5	574.006	695.5	23697.4	695.5	24266.5	695.5	569.09	695.5	23706.6	695.5	24282.3	695.5	575.711	695.5	23713.9	695.5	24296.3	695.5	582.369	695.5	23724	695.5	24318.3	695.5	594.35	695.5	23749	695.5	24356.7	695.5	607.721	695.5	23795.1	695.5	24405.2	695.5	610.148	695.5	23874.3	695.5	24480.3	695.5	606.035	695.5	23991.3	695.5	24575.4	695.5	584.18	695.5	24110.2	695.5	24759	695.5	648.816	695.5	24092.3	695.5	24574	695.5	481.756	695.5	24095.1	695.5	24557.9	695.5	462.797	695.5	24100.4	695.5	24553.4	695.5	452.98	695.5	24107.5	695.5	24553.5	695.5	445.961	695.5	24114.4	695.5	24554.4	695.5	439.961	695.5	24121.4	695.5	24555.8	695.5	434.42	695.5	24130.2	695.5	24559.3	695.5	429.119	695.5	24139.8	695.5	24563.5	695.5	423.66	695.5	24151.6	695.5	24569.3	695.5	417.689	695.5	24155.8	695.5	24566.9	695.5	411.051	695.5	24255.9	695.5	24732.6	695.5	476.66	695.5	24240.6	695.5	24614.5	695.5	373.969	695.5	24247.9	695.5	24614.2	695.5	366.289
695.6	23690	695.6	24307.6	695.6	617.639	695.6	23682.3	695.6	24272.7	695.6	590.49	695.6	23694.8	695.6	24268.8	695.6	574	695.6	23697.4	695.6	24266.5	695.6	569.09	695.6	23706.6	695.6	24282.3	695.6	575.721	695.6	23713.9	695.6	24296.3	695.6	582.369	695.6	23724	695.6	24318.3	695.6	594.35	695.6	23749	695.6	24356.7	695.6	607.721	695.6	23795.1	695.6	24405.2	695.6	610.145	695.6	23874.3	695.6	24480.3	695.6	606.029	695.6	23991.3	695.6	24575.4	695.6	584.166	695.6	24110.2	695.6	24759	695.6	648.811	695.6	24092.3	695.6	24574	695.6	481.754	695.6	24095.1	695.6	24557.9	695.6	462.791	695.6	24100.4	695.6	24553.4	695.6	452.977	695.6	24107.5	695.6	24553.5	695.6	445.967	695.6	24114.4	695.6	24554.4	695.6	439.961	695.6	24121.4	695.6	24555.8	695.6	434.42	695.6	24130.2	695.6	24559.3	695.6	429.119	695.6	24139.9	695.6	24563.5	695.6	423.66	695.6	24151.6	695.6	24569.3	695.6	417.689	695.6	24155.8	695.6	24566.9	695.6	411.057	695.6	24255.9	695.6	24732.6	695.6	476.656	695.6	24240.6	695.6	24614.5	695.6	373.965	695.6	24247.9	695.6	24614.2	695.6	366.289
695.7	23690	695.7	24307.6	695.7	617.639	695.7	23682.3	695.7	24272.8	695.7	590.5	695.7	23694.8	695.7	24268.8	695.7	573.995	695.7	23697.4	695.7	24266.5	695.7	569.09	695.7	23706.6	695.7	24282.3	695.7	575.717	695.7	23713.9	695.7	24296.3	695.7	582.375	695.7	23724	695.7	24318.3	695.7	594.35	695.7	23749	695.7	24356.7	695.7	607.711	695.7	23795.1	695.7	24405.2	695.7	610.133	695.7	23874.3	695.7	24480.3	695.7	606.016	695.7	23991.3	695.7	24575.4	695.7	584.16	695.7	24110.2	695.7	24759	695.7	648.811	695.7	24092.3	695.7	24574	695.7	481.756	695.7	24095.1	695.7	24557.9	695.7	462.801	695.7	24100.4	695.7	24553.4	695.7	452.971	695.7	24107.5	695.7	24553.5	695.7	445.961	695.7	24114.5	695.7	24554.4	695.7	439.961	695.7	24121.4	695.7	24555.8	695.7	434.416	695.7	24130.2	695.7	24559.3	695.7	429.119	695.7	24139.9	695.7	24563.5	695.7	423.656	695.7	24151.6	695.7	24569.3	695.7	417.699	695.7	24155.8	695.7	24566.9	695.7	411.051	695.7	24255.9	695.7	24732.6	695.7	476.641	695.7	24240.6	695.7	24614.6	695.7	373.971	695.7	24247.9	695.7	24614.2	695.7	366.295
695.8	23690	695.8	24307.6	695.8	617.635	695.8	23682.3	695.8	24272.8	695.8	590.496	695.8	23694.8	695.8	24268.8	695.8	573.996	695.8	23697.4	695.8	24266.5	695.8	569.076	695.8	23706.6	695.8	24282.3	695.8	575.721	695.8	23713.9	695.8	24296.3	695.8	582.369	695.8	23724	695.8	24318.4	695.8	594.355	695.8	23749	695.8	24356.7	695.8	607.707	695.8	23795.1	695.8	24405.2	695.8	610.135	695.8	23874.3	695.8	24480.3	695.8	606.01	695.8	23991.3	695.8	24575.4	695.8	584.15	695.8	24110.2	695.8	24759	695.8	648.807	695.8	24092.3	695.8	24574	695.8	481.75	695.8	24095.1	695.8	24557.9	695.8	462.797	695.8	24100.4	695.8	24553.4	695.8	452.967	695.8	24107.5	695.8	24553.5	695.8	445.961	695.8	24114.5	695.8	24554.4	695.8	439.966	695.8	24121.4	695.8	24555.8	695.8	434.42	695.8	24130.2	695.8	24559.3	695.8	429.115	695.8	24139.9	695.8	24563.5	695.8	423.66	695.8	24151.6	695.8	24569.3	695.8	417.699	695.8	24155.8	695.8	24566.9	695.8	411.051	695.8	24256	695.8	24732.6	695.8	476.641	695.8	24240.6	695.8	24614.6	695.8	373.971	695.8	24247.9	695.8	24614.2	695.8	366.289
695.9	23690	695.9	24307.6	695.9	617.639	695.9	23682.3	695.9	24272.8	695.9	590.49	695.9	23694.8	695.9	24268.8	695.9	573.99	695.9	23697.4	695.9	24266.5	695.9	569.07	695.9	23706.6	695.9	24282.3	695.9	575.716	695.9	23713.9	695.9	24296.3	695.9	582.369	695.9	23724	695.9	24318.4	695.9	594.35	695.9	23749	695.9	24356.7	695.9	607.711	695.9	23795.1	695.9	24405.2	695.9	610.129	695.9	23874.3	695.9	24480.3	695.9	606.01	695.9	23991.3	695.9	24575.4	695.9	584.146	695.9	24110.2	695.9	24759	695.9	648.801	695.9	24092.3	695.9	24574	695.9	481.75	695.9	24095.1	695.9	24557.9	695.9	462.791	695.9	24100.4	695.9	24553.4	695.9	452.961	695.9	24107.5	695.9	24553.5	695.9	445.957	695.9	24114.5	695.9	24554.4	695.9	439.959	695.9	24121.4	695.9	24555.8	695.9	434.416	695.9	24130.2	695.9	24559.3	695.9	429.109	695.9	24139.9	695.9	24563.5	695.9	423.66	695.9	24151.6	695.9	24569.3	695.9	417.695	695.9	24155.9	695.9	24566.9	695.9	411.051	695.9	24256	695.9	24732.6	695.9	476.626	695.9	24240.6	695.9	24614.6	695.9	373.971	695.9	24247.9	695.9	24614.2	695.9	366.289
696	23690	696	24307.6	696	617.639	696	23682.3	696	24272.8	696	590.49	696	23694.8	696	24268.8	696	573.99	696	23697.4	696	24266.5	696	569.07	696	23706.6	696	24282.3	696	575.719	696	23713.9	696	24296.3	696	582.375	696	23724	696	24318.4	696	594.35	696	23749	696	24356.7	696	607.711	696	23795.1	696	24405.2	696	610.129	696	23874.3	696	24480.3	696	605.996	696	23991.3	696	24575.4	696	584.141	696	24110.2	696	24759	696	648.791	696	24092.3	696	24574	696	481.75	696	24095.1	696	24557.9	696	462.791	696	24100.4	696	24553.4	696	452.971	696	24107.5	696	24553.5	696	445.951	696	24114.5	696	24554.4	696	439.965	696	24121.4	696	24555.8	696	434.42	696	24130.2	696	24559.3	696	429.105	696	24139.9	696	24563.5	696	423.66	696	24151.7	696	24569.3	696	417.689	696	24155.9	696	24566.9	696	411.057	696	24256	696	24732.6	696	476.619	696	24240.6	696	24614.6	696	373.967	696	24247.9	696	24614.2	696	366.295
696.1	23690	696.1	24307.6	696.1	617.635	696.1	23682.3	696.1	24272.8	696.1	590.49	696.1	23694.8	696.1	24268.8	696.1	574	696.1	23697.4	696.1	24266.5	696.1	569.066	696.1	23706.6	696.1	24282.3	696.1	575.715	696.1	23713.9	696.1	24296.3	696.1	582.369	696.1	23724	696.1	24318.4	696.1	594.35	696.1	23749	696.1	24356.7	696.1	607.707	696.1	23795.1	696.1	24405.2	696.1	610.125	696.1	23874.3	696.1	24480.3	696.1	605.99	696.1	23991.3	696.1	24575.4	696.1	584.131	696.1	24110.2	696.1	24759	696.1	648.786	696.1	24092.3	696.1	24574	696.1	481.745	696.1	24095.1	696.1	24557.9	696.1	462.787	696.1	24100.4	696.1	24553.4	696.1	452.967	696.1	24107.5	696.1	24553.5	696.1	445.951	696.1	24114.5	696.1	24554.4	696.1	439.959	696.1	24121.4	696.1	24555.8	696.1	434.42	696.1	24130.2	696.1	24559.3	696.1	429.109	696.1	24139.9	696.1	24563.5	696.1	423.66	696.1	24151.7	696.1	24569.3	696.1	417.686	696.1	24155.9	696.1	24566.9	696.1	411.047	696.1	24256	696.1	24732.6	696.1	476.619	696.1	24240.6	696.1	24614.6	696.1	373.961	696.1	24247.9	696.1	24614.2	696.1	366.289
696.2	23690	696.2	24307.6	696.2	617.629	696.2	23682.3	696.2	24272.8	696.2	590.496	696.2	23694.8	696.2	24268.8	696.2	573.996	696.2	23697.4	696.2	24266.5	696.2	569.061	696.2	23706.6	696.2	24282.4	696.2	575.719	696.2	23713.9	696.2	24296.3	696.2	582.369	696.2	23724	696.2	24318.4	696.2	594.346	696.2	23749	696.2	24356.7	696.2	607.701	696.2	23795.1	696.2	24405.2	696.2	610.119	696.2	23874.3	696.2	24480.3	696.2	605.99	696.2	23991.3	696.2	24575.4	696.2	584.126	696.2	24110.2	696.2	24759	696.2	648.779	696.2	24092.3	696.2	24574	696.2	481.738	696.2	24095.1	696.2	24557.9	696.2	462.781	696.2	24100.4	696.2	24553.4	696.2	452.961	696.2	24107.5	696.2	24553.5	696.2	445.951	696.2	24114.5	696.2	24554.4	696.2	439.955	696.2	24121.4	696.2	24555.8	696.2	434.42	696.2	24130.2	696.2	24559.3	696.2	429.109	696.2	24139.9	696.2	24563.5	696.2	423.656	696.2	24151.7	696.2	24569.3	696.2	417.68	696.2	24155.9	696.2	24566.9	696.2	411.045	696.2	24256	696.2	24732.6	696.2	476.619	696.2	24240.6	696.2	24614.6	696.2	373.961	696.2	24247.9	696.2	24614.2	696.2	366.289
696.3	23690	696.3	24307.6	696.3	617.629	696.3	23682.3	696.3	24272.8	696.3	590.49	696.3	23694.8	696.3	24268.8	696.3	573.99	696.3	23697.4	696.3	24266.5	696.3	569.07	696.3	23706.6	696.3	24282.4	696.3	575.719	696.3	23713.9	696.3	24296.3	696.3	582.377	696.3	23724	696.3	24318.4	696.3	594.346	696.3	23749	696.3	24356.7	696.3	607.701	696.3	23795.1	696.3	24405.2	696.3	610.119	696.3	23874.3	696.3	24480.3	696.3	605.986	696.3	23991.3	696.3	24575.4	696.3	584.119	696.3	24110.2	696.3	24759	696.3	648.77	696.3	24092.3	696.3	24574	696.3	481.734	696.3	24095.1	696.3	24557.9	696.3	462.777	696.3	24100.4	696.3	24553.4	696.3	452.957	696.3	24107.5	696.3	24553.5	696.3	445.947	696.3	24114.5	696.3	24554.4	696.3	439.949	696.3	24121.4	696.3	24555.8	696.3	434.426	696.3	24130.2	696.3	24559.3	696.3	429.109	696.3	24139.9	696.3	24563.5	696.3	423.65	696.3	24151.7	696.3	24569.3	696.3	417.689	696.3	24155.9	696.3	24566.9	696.3	411.047	696.3	24256	696.3	24732.6	696.3	476.609	696.3	24240.6	696.3	24614.6	696.3	373.971	696.3	24247.9	696.3	24614.2	696.3	366.289
