Cycle=1_Fc=3_X	Cycle=1_Fc=3_Y	Cycle=1_Fc=4_X	Cycle=1_Fc=4_Y	Cycle=1_Fc=4-3_X	Cycle=1_Fc=4-3_Y	Cycle=2_Fc=3_X	Cycle=2_Fc=3_Y	Cycle=2_Fc=4_X	Cycle=2_Fc=4_Y	Cycle=2_Fc=4-3_X	Cycle=2_Fc=4-3_Y	Cycle=3_Fc=3_X	Cycle=3_Fc=3_Y	Cycle=3_Fc=4_X	Cycle=3_Fc=4_Y	Cycle=3_Fc=4-3_X	Cycle=3_Fc=4-3_Y	Cycle=4_Fc=3_X	Cycle=4_Fc=3_Y	Cycle=4_Fc=4_X	Cycle=4_Fc=4_Y	Cycle=4_Fc=4-3_X	Cycle=4_Fc=4-3_Y	Cycle=5_Fc=3_X	Cycle=5_Fc=3_Y	Cycle=5_Fc=4_X	Cycle=5_Fc=4_Y	Cycle=5_Fc=4-3_X	Cycle=5_Fc=4-3_Y	Cycle=6_Fc=3_X	Cycle=6_Fc=3_Y	Cycle=6_Fc=4_X	Cycle=6_Fc=4_Y	Cycle=6_Fc=4-3_X	Cycle=6_Fc=4-3_Y	Cycle=7_Fc=3_X	Cycle=7_Fc=3_Y	Cycle=7_Fc=4_X	Cycle=7_Fc=4_Y	Cycle=7_Fc=4-3_X	Cycle=7_Fc=4-3_Y	Cycle=8_Fc=3_X	Cycle=8_Fc=3_Y	Cycle=8_Fc=4_X	Cycle=8_Fc=4_Y	Cycle=8_Fc=4-3_X	Cycle=8_Fc=4-3_Y	Cycle=9_Fc=3_X	Cycle=9_Fc=3_Y	Cycle=9_Fc=4_X	Cycle=9_Fc=4_Y	Cycle=9_Fc=4-3_X	Cycle=9_Fc=4-3_Y	Cycle=10_Fc=3_X	Cycle=10_Fc=3_Y	Cycle=10_Fc=4_X	Cycle=10_Fc=4_Y	Cycle=10_Fc=4-3_X	Cycle=10_Fc=4-3_Y	Cycle=11_Fc=3_X	Cycle=11_Fc=3_Y	Cycle=11_Fc=4_X	Cycle=11_Fc=4_Y	Cycle=11_Fc=4-3_X	Cycle=11_Fc=4-3_Y	Cycle=12_Fc=3_X	Cycle=12_Fc=3_Y	Cycle=12_Fc=4_X	Cycle=12_Fc=4_Y	Cycle=12_Fc=4-3_X	Cycle=12_Fc=4-3_Y	Cycle=13_Fc=3_X	Cycle=13_Fc=3_Y	Cycle=13_Fc=4_X	Cycle=13_Fc=4_Y	Cycle=13_Fc=4-3_X	Cycle=13_Fc=4-3_Y	Cycle=14_Fc=3_X	Cycle=14_Fc=3_Y	Cycle=14_Fc=4_X	Cycle=14_Fc=4_Y	Cycle=14_Fc=4-3_X	Cycle=14_Fc=4-3_Y	Cycle=15_Fc=3_X	Cycle=15_Fc=3_Y	Cycle=15_Fc=4_X	Cycle=15_Fc=4_Y	Cycle=15_Fc=4-3_X	Cycle=15_Fc=4-3_Y	Cycle=16_Fc=3_X	Cycle=16_Fc=3_Y	Cycle=16_Fc=4_X	Cycle=16_Fc=4_Y	Cycle=16_Fc=4-3_X	Cycle=16_Fc=4-3_Y	Cycle=17_Fc=3_X	Cycle=17_Fc=3_Y	Cycle=17_Fc=4_X	Cycle=17_Fc=4_Y	Cycle=17_Fc=4-3_X	Cycle=17_Fc=4-3_Y	Cycle=18_Fc=3_X	Cycle=18_Fc=3_Y	Cycle=18_Fc=4_X	Cycle=18_Fc=4_Y	Cycle=18_Fc=4-3_X	Cycle=18_Fc=4-3_Y	Cycle=19_Fc=3_X	Cycle=19_Fc=3_Y	Cycle=19_Fc=4_X	Cycle=19_Fc=4_Y	Cycle=19_Fc=4-3_X	Cycle=19_Fc=4-3_Y	Cycle=20_Fc=3_X	Cycle=20_Fc=3_Y	Cycle=20_Fc=4_X	Cycle=20_Fc=4_Y	Cycle=20_Fc=4-3_X	Cycle=20_Fc=4-3_Y	Cycle=21_Fc=3_X	Cycle=21_Fc=3_Y	Cycle=21_Fc=4_X	Cycle=21_Fc=4_Y	Cycle=21_Fc=4-3_X	Cycle=21_Fc=4-3_Y	Cycle=22_Fc=3_X	Cycle=22_Fc=3_Y	Cycle=22_Fc=4_X	Cycle=22_Fc=4_Y	Cycle=22_Fc=4-3_X	Cycle=22_Fc=4-3_Y	Cycle=23_Fc=3_X	Cycle=23_Fc=3_Y	Cycle=23_Fc=4_X	Cycle=23_Fc=4_Y	Cycle=23_Fc=4-3_X	Cycle=23_Fc=4-3_Y	Cycle=24_Fc=3_X	Cycle=24_Fc=3_Y	Cycle=24_Fc=4_X	Cycle=24_Fc=4_Y	Cycle=24_Fc=4-3_X	Cycle=24_Fc=4-3_Y	Cycle=25_Fc=3_X	Cycle=25_Fc=3_Y	Cycle=25_Fc=4_X	Cycle=25_Fc=4_Y	Cycle=25_Fc=4-3_X	Cycle=25_Fc=4-3_Y
343	23681.4	343	24301.4	343	619.959	343	23670	343	24264.3	343	594.246	343	23682.8	343	24260.4	343	577.59	343	23685	343	24258	343	573.02	343	23696.3	343	24274.2	343	577.859	343	23704.1	343	24289.2	343	585.096	343	23714.8	343	24312.7	343	597.91	343	23740.3	343	24355.8	343	615.455	343	23786.9	343	24411.2	343	624.201	343	23866.2	343	24501.8	343	635.6	343	23982.8	343	24601.3	343	618.48	343	24101.8	343	24785.2	343	683.359	343	24078.8	343	24565.7	343	486.906	343	24081.8	343	24549.5	343	467.721	343	24087.3	343	24545	343	457.73	343	24094.9	343	24545.2	343	450.311	343	24102	343	24546.3	343	444.325	343	24109.5	343	24548.2	343	438.67	343	24118.7	343	24552	343	433.271	343	24128.7	343	24556.4	343	427.785	343	24141.5	343	24563.1	343	421.67	343	24144.4	343	24559	343	414.6	343	24250	343	24756.3	343	506.287	343	24229	343	24606.7	343	377.705	343	24237.4	343	24607.1	343	369.65
343.1	23681.4	343.1	24301.4	343.1	619.955	343.1	23670	343.1	24264.3	343.1	594.24	343.1	23682.8	343.1	24260.4	343.1	577.596	343.1	23685	343.1	24258	343.1	573.02	343.1	23696.3	343.1	24274.2	343.1	577.859	343.1	23704.1	343.1	24289.2	343.1	585.09	343.1	23714.8	343.1	24312.7	343.1	597.905	343.1	23740.3	343.1	24355.8	343.1	615.449	343.1	23787	343.1	24411.2	343.1	624.201	343.1	23866.2	343.1	24501.7	343.1	635.59	343.1	23982.8	343.1	24601.3	343.1	618.467	343.1	24101.8	343.1	24785.1	343.1	683.34	343.1	24078.8	343.1	24565.7	343.1	486.9	343.1	24081.8	343.1	24549.5	343.1	467.73	343.1	24087.3	343.1	24545	343.1	457.73	343.1	24094.9	343.1	24545.2	343.1	450.307	343.1	24102	343.1	24546.3	343.1	444.328	343.1	24109.5	343.1	24548.2	343.1	438.666	343.1	24118.7	343.1	24552	343.1	433.271	343.1	24128.7	343.1	24556.4	343.1	427.779	343.1	24141.5	343.1	24563.1	343.1	421.665	343.1	24144.4	343.1	24559	343.1	414.596	343.1	24250	343.1	24756.3	343.1	506.271	343.1	24229	343.1	24606.7	343.1	377.699	343.1	24237.4	343.1	24607.1	343.1	369.646
343.2	23681.4	343.2	24301.4	343.2	619.961	343.2	23670.1	343.2	24264.3	343.2	594.24	343.2	23682.8	343.2	24260.4	343.2	577.59	343.2	23685	343.2	24258	343.2	573.016	343.2	23696.3	343.2	24274.2	343.2	577.859	343.2	23704.1	343.2	24289.2	343.2	585.09	343.2	23714.8	343.2	24312.7	343.2	597.898	343.2	23740.3	343.2	24355.8	343.2	615.439	343.2	23787	343.2	24411.1	343.2	624.187	343.2	23866.2	343.2	24501.7	343.2	635.57	343.2	23982.8	343.2	24601.3	343.2	618.439	343.2	24101.8	343.2	24785.1	343.2	683.318	343.2	24078.8	343.2	24565.7	343.2	486.896	343.2	24081.8	343.2	24549.5	343.2	467.727	343.2	24087.3	343.2	24545	343.2	457.73	343.2	24094.9	343.2	24545.2	343.2	450.311	343.2	24102	343.2	24546.3	343.2	444.324	343.2	24109.5	343.2	24548.2	343.2	438.66	343.2	24118.7	343.2	24552	343.2	433.268	343.2	24128.7	343.2	24556.4	343.2	427.789	343.2	24141.5	343.2	24563.1	343.2	421.658	343.2	24144.4	343.2	24559	343.2	414.59	343.2	24250	343.2	24756.3	343.2	506.262	343.2	24229	343.2	24606.7	343.2	377.709	343.2	24237.4	343.2	24607.1	343.2	369.641
343.3	23681.4	343.3	24301.4	343.3	619.949	343.3	23670.1	343.3	24264.3	343.3	594.236	343.3	23682.8	343.3	24260.4	343.3	577.586	343.3	23685	343.3	24258	343.3	573.01	343.3	23696.3	343.3	24274.2	343.3	577.859	343.3	23704.1	343.3	24289.2	343.3	585.09	343.3	23714.8	343.3	24312.7	343.3	597.898	343.3	23740.3	343.3	24355.8	343.3	615.436	343.3	23787	343.3	24411.1	343.3	624.18	343.3	23866.2	343.3	24501.7	343.3	635.566	343.3	23982.8	343.3	24601.3	343.3	618.42	343.3	24101.8	343.3	24785.1	343.3	683.289	343.3	24078.8	343.3	24565.7	343.3	486.891	343.3	24081.8	343.3	24549.5	343.3	467.721	343.3	24087.3	343.3	24545	343.3	457.73	343.3	24094.9	343.3	24545.2	343.3	450.311	343.3	24102	343.3	24546.3	343.3	444.318	343.3	24109.5	343.3	24548.2	343.3	438.66	343.3	24118.7	343.3	24552	343.3	433.262	343.3	24128.7	343.3	24556.4	343.3	427.785	343.3	24141.5	343.3	24563.1	343.3	421.658	343.3	24144.4	343.3	24559	343.3	414.6	343.3	24250	343.3	24756.3	343.3	506.24	343.3	24229	343.3	24606.7	343.3	377.705	343.3	24237.4	343.3	24607.1	343.3	369.641
343.4	23681.4	343.4	24301.4	343.4	619.949	343.4	23670.1	343.4	24264.3	343.4	594.238	343.4	23682.9	343.4	24260.4	343.4	577.58	343.4	23685	343.4	24258	343.4	573.016	343.4	23696.3	343.4	24274.2	343.4	577.855	343.4	23704.1	343.4	24289.2	343.4	585.086	343.4	23714.8	343.4	24312.7	343.4	597.91	343.4	23740.3	343.4	24355.8	343.4	615.43	343.4	23787	343.4	24411.1	343.4	624.17	343.4	23866.2	343.4	24501.7	343.4	635.539	343.4	23982.8	343.4	24601.3	343.4	618.4	343.4	24101.8	343.4	24785.1	343.4	683.279	343.4	24078.8	343.4	24565.7	343.4	486.887	343.4	24081.8	343.4	24549.5	343.4	467.721	343.4	24087.3	343.4	24545	343.4	457.726	343.4	24094.9	343.4	24545.2	343.4	450.307	343.4	24102	343.4	24546.3	343.4	444.326	343.4	24109.5	343.4	24548.2	343.4	438.66	343.4	24118.7	343.4	24552	343.4	433.262	343.4	24128.7	343.4	24556.4	343.4	427.779	343.4	24141.5	343.4	24563.1	343.4	421.658	343.4	24144.4	343.4	24559	343.4	414.6	343.4	24250	343.4	24756.3	343.4	506.23	343.4	24229	343.4	24606.7	343.4	377.709	343.4	24237.4	343.4	24607.1	343.4	369.65
343.5	23681.4	343.5	24301.4	343.5	619.961	343.5	23670.1	343.5	24264.3	343.5	594.234	343.5	23682.9	343.5	24260.4	343.5	577.586	343.5	23685	343.5	24258	343.5	573.01	343.5	23696.3	343.5	24274.2	343.5	577.85	343.5	23704.1	343.5	24289.2	343.5	585.08	343.5	23714.8	343.5	24312.7	343.5	597.906	343.5	23740.3	343.5	24355.8	343.5	615.43	343.5	23787	343.5	24411.1	343.5	624.17	343.5	23866.2	343.5	24501.7	343.5	635.529	343.5	23982.8	343.5	24601.2	343.5	618.381	343.5	24101.8	343.5	24785.1	343.5	683.256	343.5	24078.8	343.5	24565.7	343.5	486.881	343.5	24081.8	343.5	24549.5	343.5	467.726	343.5	24087.3	343.5	24545	343.5	457.719	343.5	24094.9	343.5	24545.2	343.5	450.311	343.5	24102	343.5	24546.3	343.5	444.33	343.5	24109.5	343.5	24548.2	343.5	438.66	343.5	24118.7	343.5	24552	343.5	433.262	343.5	24128.7	343.5	24556.5	343.5	427.787	343.5	24141.5	343.5	24563.1	343.5	421.658	343.5	24144.4	343.5	24559	343.5	414.596	343.5	24250	343.5	24756.3	343.5	506.221	343.5	24229	343.5	24606.7	343.5	377.705	343.5	24237.4	343.5	24607.1	343.5	369.637
343.6	23681.4	343.6	24301.4	343.6	619.961	343.6	23670.1	343.6	24264.3	343.6	594.229	343.6	23682.9	343.6	24260.4	343.6	577.58	343.6	23685	343.6	24258	343.6	573.01	343.6	23696.3	343.6	24274.2	343.6	577.859	343.6	23704.1	343.6	24289.2	343.6	585.08	343.6	23714.8	343.6	24312.7	343.6	597.9	343.6	23740.4	343.6	24355.8	343.6	615.43	343.6	23787	343.6	24411.1	343.6	624.166	343.6	23866.2	343.6	24501.7	343.6	635.52	343.6	23982.8	343.6	24601.2	343.6	618.371	343.6	24101.8	343.6	24785	343.6	683.229	343.6	24078.8	343.6	24565.7	343.6	486.891	343.6	24081.8	343.6	24549.5	343.6	467.719	343.6	24087.3	343.6	24545	343.6	457.729	343.6	24094.9	343.6	24545.2	343.6	450.306	343.6	24102	343.6	24546.3	343.6	444.33	343.6	24109.5	343.6	24548.2	343.6	438.656	343.6	24118.7	343.6	24552	343.6	433.262	343.6	24128.7	343.6	24556.5	343.6	427.781	343.6	24141.5	343.6	24563.1	343.6	421.658	343.6	24144.4	343.6	24559	343.6	414.6	343.6	24250	343.6	24756.3	343.6	506.215	343.6	24229	343.6	24606.7	343.6	377.709	343.6	24237.4	343.6	24607.1	343.6	369.641
343.7	23681.4	343.7	24301.4	343.7	619.961	343.7	23670.1	343.7	24264.3	343.7	594.229	343.7	23682.9	343.7	24260.4	343.7	577.576	343.7	23685	343.7	24258	343.7	573.016	343.7	23696.3	343.7	24274.2	343.7	577.859	343.7	23704.1	343.7	24289.2	343.7	585.09	343.7	23714.8	343.7	24312.7	343.7	597.9	343.7	23740.4	343.7	24355.8	343.7	615.426	343.7	23787	343.7	24411.1	343.7	624.148	343.7	23866.2	343.7	24501.7	343.7	635.5	343.7	23982.8	343.7	24601.2	343.7	618.361	343.7	24101.8	343.7	24785	343.7	683.209	343.7	24078.8	343.7	24565.7	343.7	486.887	343.7	24081.8	343.7	24549.5	343.7	467.719	343.7	24087.3	343.7	24545	343.7	457.729	343.7	24094.9	343.7	24545.2	343.7	450.299	343.7	24102	343.7	24546.3	343.7	444.336	343.7	24109.6	343.7	24548.2	343.7	438.65	343.7	24118.7	343.7	24552	343.7	433.257	343.7	24128.7	343.7	24556.5	343.7	427.781	343.7	24141.5	343.7	24563.1	343.7	421.666	343.7	24144.4	343.7	24559	343.7	414.596	343.7	24250	343.7	24756.2	343.7	506.211	343.7	24229	343.7	24606.7	343.7	377.709	343.7	24237.4	343.7	24607.1	343.7	369.641
343.8	23681.4	343.8	24301.4	343.8	619.957	343.8	23670.1	343.8	24264.3	343.8	594.236	343.8	23682.9	343.8	24260.4	343.8	577.57	343.8	23685	343.8	24258	343.8	573.01	343.8	23696.3	343.8	24274.2	343.8	577.855	343.8	23704.1	343.8	24289.2	343.8	585.09	343.8	23714.8	343.8	24312.7	343.8	597.9	343.8	23740.4	343.8	24355.8	343.8	615.42	343.8	23787	343.8	24411.1	343.8	624.148	343.8	23866.2	343.8	24501.7	343.8	635.486	343.8	23982.8	343.8	24601.2	343.8	618.34	343.8	24101.8	343.8	24785	343.8	683.189	343.8	24078.8	343.8	24565.7	343.8	486.891	343.8	24081.8	343.8	24549.5	343.8	467.715	343.8	24087.3	343.8	24545	343.8	457.734	343.8	24094.9	343.8	24545.2	343.8	450.299	343.8	24102	343.8	24546.3	343.8	444.33	343.8	24109.6	343.8	24548.2	343.8	438.646	343.8	24118.7	343.8	24552	343.8	433.25	343.8	24128.7	343.8	24556.5	343.8	427.781	343.8	24141.5	343.8	24563.1	343.8	421.66	343.8	24144.4	343.8	24559	343.8	414.59	343.8	24250	343.8	24756.2	343.8	506.201	343.8	24229	343.8	24606.7	343.8	377.717	343.8	24237.4	343.8	24607.1	343.8	369.637
343.9	23681.4	343.9	24301.4	343.9	619.951	343.9	23670.1	343.9	24264.3	343.9	594.23	343.9	23682.9	343.9	24260.4	343.9	577.58	343.9	23685	343.9	24258	343.9	573.016	343.9	23696.3	343.9	24274.2	343.9	577.85	343.9	23704.1	343.9	24289.2	343.9	585.086	343.9	23714.8	343.9	24312.7	343.9	597.896	343.9	23740.4	343.9	24355.8	343.9	615.42	343.9	23787	343.9	24411.1	343.9	624.139	343.9	23866.2	343.9	24501.6	343.9	635.471	343.9	23982.8	343.9	24601.2	343.9	618.33	343.9	24101.8	343.9	24785	343.9	683.16	343.9	24078.8	343.9	24565.7	343.9	486.891	343.9	24081.8	343.9	24549.5	343.9	467.709	343.9	24087.3	343.9	24545	343.9	457.729	343.9	24094.9	343.9	24545.2	343.9	450.305	343.9	24102	343.9	24546.3	343.9	444.326	343.9	24109.6	343.9	24548.2	343.9	438.639	343.9	24118.7	343.9	24552	343.9	433.25	343.9	24128.7	343.9	24556.5	343.9	427.777	343.9	24141.5	343.9	24563.1	343.9	421.66	343.9	24144.4	343.9	24559	343.9	414.586	343.9	24250	343.9	24756.2	343.9	506.191	343.9	24229	343.9	24606.7	343.9	377.711	343.9	24237.4	343.9	24607.1	343.9	369.631
344	23681.4	344	24301.4	344	619.961	344	23670.1	344	24264.3	344	594.24	344	23682.9	344	24260.4	344	577.575	344	23685	344	24258	344	573.01	344	23696.3	344	24274.2	344	577.85	344	23704.1	344	24289.2	344	585.08	344	23714.8	344	24312.7	344	597.891	344	23740.4	344	24355.8	344	615.42	344	23787	344	24411.1	344	624.135	344	23866.2	344	24501.6	344	635.461	344	23982.9	344	24601.2	344	618.32	344	24101.8	344	24784.9	344	683.143	344	24078.8	344	24565.7	344	486.886	344	24081.8	344	24549.5	344	467.719	344	24087.3	344	24545	344	457.729	344	24094.9	344	24545.2	344	450.299	344	24102	344	24546.3	344	444.33	344	24109.6	344	24548.2	344	438.648	344	24118.7	344	24552	344	433.25	344	24128.7	344	24556.5	344	427.771	344	24141.5	344	24563.1	344	421.656	344	24144.4	344	24559	344	414.58	344	24250	344	24756.2	344	506.178	344	24229	344	24606.7	344	377.711	344	24237.4	344	24607.1	344	369.631
344.1	23681.4	344.1	24301.4	344.1	619.951	344.1	23670.1	344.1	24264.3	344.1	594.236	344.1	23682.9	344.1	24260.4	344.1	577.568	344.1	23685	344.1	24258	344.1	573.01	344.1	23696.3	344.1	24274.2	344.1	577.85	344.1	23704.1	344.1	24289.2	344.1	585.076	344.1	23714.8	344.1	24312.7	344.1	597.887	344.1	23740.4	344.1	24355.8	344.1	615.42	344.1	23787	344.1	24411.1	344.1	624.129	344.1	23866.2	344.1	24501.6	344.1	635.449	344.1	23982.9	344.1	24601.2	344.1	618.297	344.1	24101.8	344.1	24784.9	344.1	683.129	344.1	24078.8	344.1	24565.7	344.1	486.889	344.1	24081.8	344.1	24549.5	344.1	467.715	344.1	24087.3	344.1	24545	344.1	457.725	344.1	24094.9	344.1	24545.2	344.1	450.295	344.1	24102	344.1	24546.3	344.1	444.326	344.1	24109.6	344.1	24548.2	344.1	438.648	344.1	24118.7	344.1	24552	344.1	433.25	344.1	24128.7	344.1	24556.5	344.1	427.777	344.1	24141.5	344.1	24563.1	344.1	421.65	344.1	24144.5	344.1	24559	344.1	414.59	344.1	24250	344.1	24756.2	344.1	506.16	344.1	24229	344.1	24606.7	344.1	377.717	344.1	24237.4	344.1	24607.1	344.1	369.631
344.2	23681.4	344.2	24301.4	344.2	619.957	344.2	23670.1	344.2	24264.3	344.2	594.23	344.2	23682.9	344.2	24260.4	344.2	577.568	344.2	23685	344.2	24258.1	344.2	573.018	344.2	23696.3	344.2	24274.2	344.2	577.855	344.2	23704.1	344.2	24289.2	344.2	585.07	344.2	23714.8	344.2	24312.7	344.2	597.881	344.2	23740.4	344.2	24355.8	344.2	615.42	344.2	23787	344.2	24411.1	344.2	624.129	344.2	23866.2	344.2	24501.6	344.2	635.439	344.2	23982.9	344.2	24601.1	344.2	618.281	344.2	24101.8	344.2	24784.9	344.2	683.1	344.2	24078.8	344.2	24565.7	344.2	486.889	344.2	24081.8	344.2	24549.5	344.2	467.709	344.2	24087.3	344.2	24545	344.2	457.719	344.2	24094.9	344.2	24545.2	344.2	450.299	344.2	24102	344.2	24546.3	344.2	444.32	344.2	24109.6	344.2	24548.2	344.2	438.648	344.2	24118.7	344.2	24552	344.2	433.256	344.2	24128.7	344.2	24556.5	344.2	427.781	344.2	24141.5	344.2	24563.1	344.2	421.65	344.2	24144.5	344.2	24559	344.2	414.585	344.2	24250	344.2	24756.2	344.2	506.145	344.2	24229	344.2	24606.7	344.2	377.711	344.2	24237.4	344.2	24607.1	344.2	369.631
344.3	23681.4	344.3	24301.4	344.3	619.938	344.3	23670.1	344.3	24264.3	344.3	594.23	344.3	23682.9	344.3	24260.4	344.3	577.564	344.3	23685.1	344.3	24258.1	344.3	573.012	344.3	23696.3	344.3	24274.2	344.3	577.85	344.3	23704.1	344.3	24289.2	344.3	585.08	344.3	23714.8	344.3	24312.7	344.3	597.881	344.3	23740.4	344.3	24355.8	344.3	615.41	344.3	23787	344.3	24411.1	344.3	624.119	344.3	23866.2	344.3	24501.6	344.3	635.43	344.3	23982.9	344.3	24601.1	344.3	618.26	344.3	24101.8	344.3	24784.9	344.3	683.08	344.3	24078.8	344.3	24565.7	344.3	486.898	344.3	24081.8	344.3	24549.5	344.3	467.715	344.3	24087.3	344.3	24545	344.3	457.719	344.3	24094.9	344.3	24545.2	344.3	450.295	344.3	24102	344.3	24546.3	344.3	444.326	344.3	24109.6	344.3	24548.2	344.3	438.66	344.3	24118.7	344.3	24552	344.3	433.25	344.3	24128.7	344.3	24556.5	344.3	427.777	344.3	24141.5	344.3	24563.1	344.3	421.65	344.3	24144.5	344.3	24559	344.3	414.578	344.3	24250	344.3	24756.2	344.3	506.137	344.3	24229	344.3	24606.7	344.3	377.707	344.3	24237.4	344.3	24607.1	344.3	369.627
344.4	23681.4	344.4	24301.4	344.4	619.941	344.4	23670.1	344.4	24264.3	344.4	594.23	344.4	23682.9	344.4	24260.4	344.4	577.559	344.4	23685.1	344.4	24258.1	344.4	573.007	344.4	23696.3	344.4	24274.2	344.4	577.846	344.4	23704.1	344.4	24289.2	344.4	585.076	344.4	23714.8	344.4	24312.7	344.4	597.881	344.4	23740.4	344.4	24355.8	344.4	615.41	344.4	23787	344.4	24411.1	344.4	624.115	344.4	23866.2	344.4	24501.6	344.4	635.42	344.4	23982.9	344.4	24601.1	344.4	618.25	344.4	24101.8	344.4	24784.8	344.4	683.049	344.4	24078.8	344.4	24565.7	344.4	486.895	344.4	24081.8	344.4	24549.5	344.4	467.709	344.4	24087.3	344.4	24545	344.4	457.719	344.4	24094.9	344.4	24545.2	344.4	450.301	344.4	24102	344.4	24546.3	344.4	444.32	344.4	24109.6	344.4	24548.2	344.4	438.656	344.4	24118.7	344.4	24552	344.4	433.25	344.4	24128.7	344.4	24556.5	344.4	427.77	344.4	24141.5	344.4	24563.1	344.4	421.646	344.4	24144.5	344.4	24559	344.4	414.578	344.4	24250	344.4	24756.2	344.4	506.111	344.4	24229	344.4	24606.7	344.4	377.711	344.4	24237.4	344.4	24607.1	344.4	369.631
344.5	23681.4	344.5	24301.4	344.5	619.955	344.5	23670.1	344.5	24264.3	344.5	594.236	344.5	23682.9	344.5	24260.4	344.5	577.555	344.5	23685.1	344.5	24258.1	344.5	573	344.5	23696.3	344.5	24274.2	344.5	577.85	344.5	23704.1	344.5	24289.2	344.5	585.07	344.5	23714.8	344.5	24312.7	344.5	597.887	344.5	23740.4	344.5	24355.8	344.5	615.41	344.5	23787	344.5	24411.1	344.5	624.1	344.5	23866.2	344.5	24501.6	344.5	635.406	344.5	23982.9	344.5	24601.1	344.5	618.23	344.5	24101.8	344.5	24784.8	344.5	683.02	344.5	24078.8	344.5	24565.7	344.5	486.889	344.5	24081.8	344.5	24549.5	344.5	467.705	344.5	24087.3	344.5	24545	344.5	457.715	344.5	24094.9	344.5	24545.2	344.5	450.297	344.5	24102	344.5	24546.3	344.5	444.316	344.5	24109.6	344.5	24548.2	344.5	438.65	344.5	24118.7	344.5	24552	344.5	433.246	344.5	24128.7	344.5	24556.5	344.5	427.775	344.5	24141.5	344.5	24563.1	344.5	421.641	344.5	24144.5	344.5	24559	344.5	414.578	344.5	24250	344.5	24756.2	344.5	506.111	344.5	24229	344.5	24606.7	344.5	377.707	344.5	24237.4	344.5	24607.1	344.5	369.631
344.6	23681.4	344.6	24301.4	344.6	619.961	344.6	23670.1	344.6	24264.3	344.6	594.227	344.6	23682.9	344.6	24260.4	344.6	577.549	344.6	23685.1	344.6	24258.1	344.6	573.01	344.6	23696.4	344.6	24274.2	344.6	577.85	344.6	23704.1	344.6	24289.2	344.6	585.07	344.6	23714.8	344.6	24312.7	344.6	597.881	344.6	23740.4	344.6	24355.8	344.6	615.41	344.6	23787	344.6	24411.1	344.6	624.1	344.6	23866.2	344.6	24501.6	344.6	635.381	344.6	23982.9	344.6	24601.1	344.6	618.201	344.6	24101.8	344.6	24784.8	344.6	683	344.6	24078.8	344.6	24565.7	344.6	486.885	344.6	24081.8	344.6	24549.6	344.6	467.711	344.6	24087.3	344.6	24545	344.6	457.709	344.6	24094.9	344.6	24545.2	344.6	450.291	344.6	24102	344.6	24546.3	344.6	444.32	344.6	24109.6	344.6	24548.2	344.6	438.656	344.6	24118.7	344.6	24552	344.6	433.24	344.6	24128.7	344.6	24556.5	344.6	427.77	344.6	24141.5	344.6	24563.1	344.6	421.641	344.6	24144.5	344.6	24559	344.6	414.578	344.6	24250	344.6	24756.1	344.6	506.092	344.6	24229	344.6	24606.7	344.6	377.701	344.6	24237.4	344.6	24607.1	344.6	369.631
344.7	23681.4	344.7	24301.4	344.7	619.957	344.7	23670.1	344.7	24264.3	344.7	594.221	344.7	23682.9	344.7	24260.4	344.7	577.545	344.7	23685.1	344.7	24258.1	344.7	572.996	344.7	23696.4	344.7	24274.2	344.7	577.846	344.7	23704.1	344.7	24289.2	344.7	585.07	344.7	23714.8	344.7	24312.7	344.7	597.881	344.7	23740.4	344.7	24355.8	344.7	615.4	344.7	23787	344.7	24411.1	344.7	624.09	344.7	23866.2	344.7	24501.6	344.7	635.371	344.7	23982.9	344.7	24601.1	344.7	618.191	344.7	24101.8	344.7	24784.8	344.7	682.973	344.7	24078.8	344.7	24565.7	344.7	486.891	344.7	24081.8	344.7	24549.6	344.7	467.711	344.7	24087.3	344.7	24545	344.7	457.709	344.7	24094.9	344.7	24545.2	344.7	450.287	344.7	24102	344.7	24546.3	344.7	444.316	344.7	24109.6	344.7	24548.2	344.7	438.65	344.7	24118.7	344.7	24552	344.7	433.25	344.7	24128.7	344.7	24556.5	344.7	427.766	344.7	24141.5	344.7	24563.1	344.7	421.641	344.7	24144.5	344.7	24559	344.7	414.574	344.7	24250	344.7	24756.1	344.7	506.08	344.7	24229	344.7	24606.7	344.7	377.711	344.7	24237.4	344.7	24607.1	344.7	369.627
