Cycle=1_Fc=1_X	Cycle=1_Fc=1_Y	Cycle=1_Fc=2_X	Cycle=1_Fc=2_Y
35995	21521	35995	21273
35996	21521	35996	21273
35997	21521	35997	21273
35998	21521	35998	21273.1
35999	21521	35999	21273.1
36000	21521	36000	21273
36001	21521	36001	21273.1
36002	21521	36002	21273.1
36003	21521	36003	21273.1
36004	21521	36004	21273
36005	21521	36005	21273
36006	21521	36006	21273.1
36007	21521	36007	21273.1
36008	21521	36008	21273.1
36009	21521	36009	21273.1
36010	21521	36010	21273
36011	21521	36011	21273
36012	21521	36012	21273
36013	21521	36013	21273
36014	21521	36014	21273
36015	21521	36015	21273
36016	21521	36016	21273
36017	21521	36017	21273.1
36018	21521	36018	21273.1
36019	21521	36019	21273.1
36020	21521	36020	21273.1
36021	21521	36021	21273.1
36022	21521	36022	21273.1
36023	21521	36023	21273
36024	21521.1	36024	21273.1
36025	21521.1	36025	21273.1
36026	21521.1	36026	21273.1
36027	21521.1	36027	21273.1
36028	21521.1	36028	21273.1
36029	21521.1	36029	21273.1
36030	21521.1	36030	21273.1
36031	21521.1	36031	21273.1
36032	21521.1	36032	21273.1
36033	21521.1	36033	21273.1
36034	21521.1	36034	21273.1
36035	21521.1	36035	21273.1
36036	21521.1	36036	21273.1
36037	21521.1	36037	21273.1
36038	21521.1	36038	21273.1
36039	21521.1	36039	21273.1
36040	21521.1	36040	21273.1
36041	21521.1	36041	21273.1
36042	21521.1	36042	21273.1
36043	21521.1	36043	21273.1
36044	21521.1	36044	21273.1
36045	21521.1	36045	21273.1
36046	21521.1	36046	21273.1
36047	21521.1	36047	21273.1
36048	21521.1	36048	21273.1
36049	21521.1	36049	21273.1
36050	21521.1	36050	21273.1
36051	21521.1	36051	21273.1
36052	21521.1	36052	21273.1
36053	21521.1	36053	21273.2
36054	21521.1	36054	21273.1
36055	21521.1	36055	21273.1
36056	21521.1	36056	21273.1
36057	21521.1	36057	21273.1
36058	21521.1	36058	21273.1
36059	21521.1	36059	21273.1
36060	21521.1	36060	21273.1
36061	21521.1	36061	21273.1
36062	21521.1	36062	21273.1
36063	21521.1	36063	21273.1
36064	21521.1	36064	21273.1
36065	21521.1	36065	21273.1
36066	21521.1	36066	21273.1
36067	21521.1	36067	21273.1
36068	21521.1	36068	21273.1
36069	21521.1	36069	21273.1
36070	21521.1	36070	21273.1
36071	21521.1	36071	21273.1
36072	21521.1	36072	21273.1
36073	21521.1	36073	21273.1
36074	21521.1	36074	21273.1
36075	21521.1	36075	21273.1
36076	21521.1	36076	21273.1
36077	21521.1	36077	21273.1
36078	21521.1	36078	21273.1
36079	21521.1	36079	21273.1
36080	21521.1	36080	21273.1
36081	21521.1	36081	21273.1
36082	21521.1	36082	21273.1
36083	21521.1	36083	21273.1
36084	21521.1	36084	21273.1
36085	21521.1	36085	21273.1
36086	21521.1	36086	21273.1
36087	21521	36087	21273.1
36088	21521	36088	21273.1
36089	21521	36089	21273.1
36090	21521	36090	21273
36091	21521	36091	21273
36092	21521	36092	21273
36093	21521	36093	21273.1
36094	21521	36094	21273.1
36095	21521	36095	21273.1
36096	21521	36096	21273.1
36097	21521	36097	21273.1
36098	21521	36098	21273.1
36099	21521	36099	21273.1
36100	21521	36100	21273.1
36101	21521	36101	21273.1
36102	21521	36102	21273.1
36103	21521	36103	21273.1
36104	21521	36104	21273.1
36105	21521	36105	21273.1
36106	21521	36106	21273.1
36107	21521	36107	21273.1
36108	21521	36108	21273
36109	21521	36109	21273
36110	21521	36110	21273
36111	21521	36111	21273
36112	21521	36112	21273
36113	21521	36113	21273
36114	21521	36114	21273
36115	21521	36115	21273
36116	21521	36116	21273
36117	21521	36117	21273
36118	21521	36118	21273
36119	21521	36119	21273
36120	21521	36120	21273
36121	21521	36121	21273.1
36122	21521	36122	21273.1
36123	21521	36123	21273.1
36124	21521	36124	21273.1
36125	21521	36125	21273.1
36126	21521	36126	21273.1
36127	21521	36127	21273.1
36128	21521	36128	21273.1
36129	21521	36129	21273.1
36130	21521	36130	21273.1
36131	21521	36131	21273.1
36132	21521	36132	21273.1
36133	21521	36133	21273.1
36134	21521	36134	21273.1
36135	21521	36135	21273.1
36136	21521	36136	21273.1
36137	21521	36137	21273.1
36138	21521	36138	21273.1
36139	21521	36139	21273.1
36140	21521	36140	21273.1
36141	21521	36141	21273.1
36142	21521	36142	21273.1
36143	21521	36143	21273.1
36144	21521	36144	21273.1
36145	21521	36145	21273.1
36146	21521	36146	21273.1
36147	21521	36147	21273.1
36148	21521	36148	21273.1
36149	21521	36149	21273.1
36150	21521	36150	21273.1
36151	21521	36151	21273.1
36152	21521	36152	21273.1
36153	21521	36153	21273.1
36154	21521	36154	21273.1
36155	21521	36155	21273.1
36156	21521	36156	21273.1
36157	21521	36157	21273.1
36158	21521	36158	21273.1
36159	21521	36159	21273.1
36160	21521	36160	21273.1
36161	21520.9	36161	21273.1
36162	21520.9	36162	21273.1
36163	21520.9	36163	21273.1
36164	21521	36164	21273.1
36165	21521	36165	21273.1
36166	21521	36166	21273.1
36167	21521	36167	21273.1
36168	21521	36168	21273.1
36169	21521	36169	21273
36170	21521	36170	21273
36171	21521	36171	21273.1
36172	21521	36172	21273.1
36173	21521	36173	21273.1
36174	21521	36174	21273.1
36175	21521	36175	21273.1
36176	21521	36176	21273.1
36177	21521	36177	21273.1
36178	21521	36178	21273.1
36179	21521	36179	21273.1
36180	21521	36180	21273.1
36181	21521	36181	21273.1
36182	21520.9	36182	21273.1
36183	21520.9	36183	21273.1
36184	21520.9	36184	21273.1
36185	21520.9	36185	21273.1
36186	21520.9	36186	21273.1
36187	21520.9	36187	21273.1
36188	21520.9	36188	21273.1
36189	21520.9	36189	21273.1
36190	21521	36190	21273.1
36191	21521	36191	21273.1
36192	21521	36192	21273.1
36193	21521	36193	21273.1
36194	21521	36194	21273.1
36195	21521	36195	21273.1
36196	21520.9	36196	21273.1
36197	21520.9	36197	21273.1
36198	21520.9	36198	21273.1
36199	21520.9	36199	21273.1
36200	21520.9	36200	21273.1
36201	21520.9	36201	21273.1
36202	21520.9	36202	21273.1
36203	21520.9	36203	21273.1
36204	21521	36204	21273.1
36205	21521	36205	21273.1
36206	21521	36206	21273.1
36207	21521	36207	21273.1
36208	21521	36208	21273.2
36209	21521	36209	21273.2
36210	21521	36210	21273.1
36211	21521	36211	21273.1
36212	21521	36212	21273.1
36213	21521	36213	21273.1
36214	21521	36214	21273.1
36215	21521	36215	21273.1
36216	21521	36216	21273.1
36217	21521	36217	21273.1
36218	21521	36218	21273.1
36219	21521	36219	21273.1
36220	21521	36220	21273.1
36221	21521	36221	21273.1
36222	21521	36222	21273.1
36223	21521	36223	21273.1
36224	21521	36224	21273.1
36225	21521	36225	21273.1
36226	21521	36226	21273.1
36227	21520.9	36227	21273.1
36228	21520.9	36228	21273.1
36229	21520.9	36229	21273.1
36230	21520.9	36230	21273.1
36231	21521	36231	21273.1
36232	21521	36232	21273.1
36233	21521	36233	21273.1
36234	21521	36234	21273.1
36235	21521	36235	21273.1
36236	21521	36236	21273.1
36237	21521	36237	21273.2
36238	21521	36238	21273.2
36239	21521	36239	21273.2
36240	21521	36240	21273.2
36241	21521	36241	21273.2
36242	21521	36242	21273.2
36243	21521	36243	21273.2
36244	21521	36244	21273.2
36245	21521	36245	21273.2
36246	21521	36246	21273.2
36247	21521	36247	21273.2
36248	21521	36248	21273.2
36249	21521	36249	21273.2
36250	21521	36250	21273.2
36251	21521	36251	21273.2
36252	21521	36252	21273.2
36253	21521	36253	21273.2
36254	21521	36254	21273.2
36255	21521	36255	21273.1
36256	21520.9	36256	21273.1
36257	21520.9	36257	21273.1
36258	21520.9	36258	21273.1
36259	21520.9	36259	21273.1
36260	21520.9	36260	21273.1
36261	21520.9	36261	21273.1
36262	21520.9	36262	21273.2
36263	21520.9	36263	21273.2
36264	21520.9	36264	21273.2
36265	21520.9	36265	21273.2
36266	21521	36266	21273.2
36267	21521	36267	21273.2
36268	21521	36268	21273.2
36269	21521	36269	21273.2
36270	21521	36270	21273.2
36271	21521	36271	21273.2
36272	21521	36272	21273.2
36273	21521	36273	21273.2
36274	21521	36274	21273.2
36275	21521	36275	21273.2
36276	21521	36276	21273.2
36277	21520.9	36277	21273.2
36278	21520.9	36278	21273.2
36279	21521	36279	21273.1
36280	21521	36280	21273.1
36281	21520.9	36281	21273.1
36282	21520.9	36282	21273.1
36283	21520.9	36283	21273
36284	21520.8	36284	21269.2
36285	21520.8	36285	21254.2
36286	21520.8	36286	21247
36287	21520.7	36287	21246.5
36288	21520.7	36288	21246.5
36289	21520.7	36289	21246.4
36290	21520.7	36290	21246.4
36291	21520.7	36291	21246.4
36292	21520.8	36292	21246.4
36293	21520.8	36293	21246.4
36294	21520.7	36294	21246.4
36295	21520.7	36295	21246.3
36296	21520.7	36296	21246.3
36297	21520.7	36297	21246.3
36298	21520.7	36298	21246.3
36299	21520.7	36299	21246.3
36300	21520.7	36300	21246.3
36301	21520.7	36301	21246.3
36302	21520.7	36302	21246.3
36303	21520.7	36303	21246.2
36304	21520.7	36304	21246.2
36305	21520.7	36305	21246.2
36306	21520.7	36306	21246.2
36307	21520.7	36307	21246.2
36308	21520.7	36308	21246.2
36309	21520.7	36309	21246.2
36310	21520.7	36310	21246.1
36311	21520.7	36311	21246.1
36312	21520.7	36312	21246.1
36313	21520.7	36313	21246.1
36314	21520.7	36314	21246.1
36315	21520.7	36315	21246.1
36316	21520.7	36316	21246.1
36317	21520.7	36317	21246.1
36318	21520.7	36318	21246.1
36319	21520.7	36319	21246.1
36320	21520.7	36320	21246.1
36321	21520.7	36321	21246.1
36322	21520.7	36322	21246
36323	21520.7	36323	21246
36324	21520.7	36324	21246
36325	21520.7	36325	21246
36326	21520.7	36326	21246
36327	21520.7	36327	21246
36328	21520.7	36328	21246
36329	21520.7	36329	21246
36330	21520.7	36330	21246
36331	21520.7	36331	21246
36332	21520.7	36332	21246
36333	21520.7	36333	21245.9
36334	21520.7	36334	21245.9
36335	21520.7	36335	21245.9
36336	21520.7	36336	21245.9
36337	21520.7	36337	21245.9
36338	21520.7	36338	21245.9
36339	21520.7	36339	21245.9
36340	21520.7	36340	21245.8
36341	21520.7	36341	21245.8
36342	21520.6	36342	21245.8
36343	21520.6	36343	21245.8
36344	21520.6	36344	21245.8
36345	21520.6	36345	21245.8
36346	21520.6	36346	21245.8
36347	21520.7	36347	21245.8
36348	21520.7	36348	21245.8
36349	21520.8	36349	21245.8
36350	21520.8	36350	21245.8
36351	21522	36351	21246.8
36352	21522.4	36352	21247.3
36353	21522.1	36353	21247.2
36354	21521.8	36354	21247
36355	21521.4	36355	21246.8
36356	21520.9	36356	21246.5
36357	21520.5	36357	21246.3
36358	21520.1	36358	21245.8
36359	21519.9	36359	21245.2
36360	21518.7	36360	21245.1
36361	21517.4	36361	21245
36362	21518.5	36362	21245.8
36363	21520	36363	21246.7
36364	21519.7	36364	21246.4
36365	21519.1	36365	21246
36366	21518.7	36366	21245.6
36367	21518.4	36367	21245.4
36368	21518.1	36368	21245.1
36369	21517.8	36369	21244.9
36370	21517.6	36370	21244.7
36371	21517.3	36371	21244.7
36372	21519.1	36372	21244.9
36373	21519.6	36373	21245.4
36374	21520	36374	21246
36375	21519.2	36375	21245.4
36376	21516.1	36376	21244.1
36377	21512	36377	21242.6
36378	21507.5	36378	21240.5
36379	21505.1	36379	21238.6
36380	21509.4	36380	21238.6
36381	21510.7	36381	21239.9
36382	21511.9	36382	21239.6
36383	21510.4	36383	21239.1
36384	21502.7	36384	21235.9
36385	21502.4	36385	21234.6
36386	21501.9	36386	21233.9
36387	21506.6	36387	21235.1
36388	21508.8	36388	21236.6
36389	21509.8	36389	21237.4
36390	21510.4	36390	21237.9
36391	21510.8	36391	21238.2
36392	21511.2	36392	21238.5
36393	21511.6	36393	21238.6
36394	21511.7	36394	21238.8
36395	21511.8	36395	21238.8
36396	21511.9	36396	21238.9
36397	21512	36397	21238.9
36398	21512.1	36398	21239
36399	21512.2	36399	21239.1
36400	21512.3	36400	21239.1
36401	21512.3	36401	21239.2
36402	21512.2	36402	21239.2
36403	21512.8	36403	21239.2
36404	21512.6	36404	21239.2
36405	21512.6	36405	21239.3
36406	21512.7	36406	21239.2
36407	21512.7	36407	21239.2
36408	21512.6	36408	21239.3
36409	21512.7	36409	21239.3
36410	21513	36410	21239.3
36411	21513	36411	21239.4
36412	21513.1	36412	21239.5
36413	21513.1	36413	21239.5
36414	21513.1	36414	21239.5
36415	21513	36415	21239.5
36416	21513	36416	21239.6
36417	21513	36417	21239.6
36418	21513	36418	21239.6
36419	21513	36419	21239.7
36420	21513.1	36420	21239.7
36421	21513.1	36421	21239.7
36422	21513.2	36422	21239.8
36423	21513.3	36423	21239.8
36424	21513.3	36424	21239.9
36425	21513.4	36425	21240
36426	21513.5	36426	21240
36427	21513.5	36427	21240.1
36428	21513.6	36428	21240.1
36429	21513.7	36429	21240.2
36430	21513.7	36430	21240.2
36431	21513.8	36431	21240.3
36432	21513.8	36432	21240.3
36433	21513.9	36433	21240.4
36434	21514	36434	21240.5
36435	21514	36435	21240.5
36436	21514.1	36436	21240.6
36437	21514.1	36437	21240.6
36438	21514.2	36438	21240.7
36439	21514.2	36439	21240.7
36440	21514.3	36440	21240.8
36441	21514.3	36441	21240.8
36442	21514.3	36442	21240.9
36443	21514.4	36443	21240.9
36444	21514.4	36444	21240.9
36445	21514.5	36445	21241
36446	21514.5	36446	21241
36447	21514.5	36447	21241
36448	21514.6	36448	21241.1
36449	21514.6	36449	21241.1
36450	21514.7	36450	21241.1
36451	21514.7	36451	21241.1
36452	21514.7	36452	21241.2
36453	21514.8	36453	21241.2
36454	21514.8	36454	21241.2
36455	21514.8	36455	21241.3
36456	21514.9	36456	21241.3
36457	21514.9	36457	21241.3
36458	21515	36458	21241.4
36459	21515	36459	21241.4
36460	21515	36460	21241.4
36461	21515.1	36461	21241.4
36462	21515.1	36462	21241.5
36463	21515.1	36463	21241.5
36464	21515.1	36464	21241.5
36465	21515.2	36465	21241.5
36466	21515.2	36466	21241.5
36467	21515.2	36467	21241.6
36468	21515.3	36468	21241.6
36469	21515.3	36469	21241.6
36470	21515.3	36470	21241.6
36471	21515.3	36471	21241.6
36472	21515.3	36472	21241.7
36473	21515.4	36473	21241.7
36474	21515.4	36474	21241.7
36475	21515.4	36475	21241.7
36476	21515.5	36476	21241.7
36477	21515.5	36477	21241.8
36478	21515.6	36478	21241.8
36479	21515.6	36479	21241.8
36480	21515.7	36480	21241.9
36481	21515.8	36481	21241.9
36482	21515.8	36482	21242
36483	21515.9	36483	21242
36484	21516	36484	21242.1
36485	21516.3	36485	21242.1
36486	21516.4	36486	21242.1
36487	21516.5	36487	21242.2
36488	21516.5	36488	21242.2
36489	21516.5	36489	21242.3
36490	21516.6	36490	21243.6
36491	21516.6	36491	21246.7
36492	21516.6	36492	21249.8
36493	21516.7	36493	21252.2
36494	21516.7	36494	21254.5
36495	21516.7	36495	21256.9
36496	21516.7	36496	21259
36497	21516.8	36497	21261
36498	21516.8	36498	21262.9
36499	21516.8	36499	21264.5
36500	21516.8	36500	21265.6
36501	21516.8	36501	21266.6
36502	21516.9	36502	21267.5
36503	21516.9	36503	21268.3
36504	21516.9	36504	21268.8
36505	21516.9	36505	21269.3
36506	21516.9	36506	21269.6
36507	21517	36507	21269.9
36508	21517	36508	21270.2
36509	21517	36509	21270.5
36510	21517	36510	21270.7
36511	21517.1	36511	21270.8
36512	21517.1	36512	21271
36513	21517.1	36513	21271.1
36514	21517.1	36514	21271.2
36515	21517.2	36515	21271.3
36516	21517.2	36516	21271.4
36517	21517.2	36517	21271.5
36518	21517.3	36518	21271.6
36519	21517.3	36519	21271.7
36520	21517.3	36520	21271.8
36521	21517.3	36521	21271.9
36522	21517.3	36522	21272
36523	21517.4	36523	21272.1
36524	21517.4	36524	21272.2
36525	21517.4	36525	21272.2
36526	21517.5	36526	21272.3
36527	21517.5	36527	21272.4
36528	21517.5	36528	21272.4
36529	21517.5	36529	21272.5
36530	21517.5	36530	21272.6
36531	21517.6	36531	21272.6
36532	21517.6	36532	21272.7
36533	21517.6	36533	21272.8
36534	21517.6	36534	21272.8
36535	21517.7	36535	21272.9
36536	21517.7	36536	21273
36537	21517.7	36537	21273
36538	21517.7	36538	21273.1
36539	21517.7	36539	21273.1
36540	21517.8	36540	21273.2
36541	21517.8	36541	21273.3
36542	21517.8	36542	21273.3
36543	21517.8	36543	21273.4
36544	21517.8	36544	21273.4
36545	21517.9	36545	21273.5
36546	21517.9	36546	21273.5
36547	21517.9	36547	21273.6
36548	21517.9	36548	21273.6
36549	21517.9	36549	21273.7
36550	21518	36550	21273.7
36551	21518	36551	21273.8
36552	21518	36552	21273.8
36553	21518	36553	21273.9
36554	21518	36554	21273.9
36555	21518	36555	21274
36556	21518.1	36556	21274
36557	21518.1	36557	21274.1
36558	21518.1	36558	21274.1
36559	21518.1	36559	21274.2
36560	21518.1	36560	21274.2
36561	21518.1	36561	21274.2
36562	21518.1	36562	21274.3
36563	21518.1	36563	21274.3
36564	21518.1	36564	21274.4
36565	21518.2	36565	21274.4
36566	21518.2	36566	21274.5
36567	21518.2	36567	21274.5
36568	21518.2	36568	21274.6
36569	21518.2	36569	21274.6
36570	21518.3	36570	21274.7
36571	21518.3	36571	21274.7
36572	21518.3	36572	21274.7
36573	21518.3	36573	21274.8
36574	21518.3	36574	21274.8
36575	21518.3	36575	21274.9
36576	21518.3	36576	21274.9
36577	21518.3	36577	21275
36578	21518.3	36578	21275
36579	21518.4	36579	21275
36580	21518.4	36580	21275.1
36581	21518.4	36581	21275.1
36582	21518.4	36582	21275.2
36583	21518.4	36583	21275.2
36584	21518.4	36584	21275.2
36585	21518.4	36585	21275.3
36586	21518.4	36586	21275.3
36587	21518.4	36587	21275.4
36588	21518.5	36588	21275.4
36589	21518.5	36589	21275.5
36590	21518.5	36590	21275.5
36591	21518.5	36591	21275.6
36592	21518.5	36592	21275.6
36593	21518.6	36593	21275.6
36594	21518.6	36594	21275.7
36595	21518.6	36595	21275.7
36596	21518.6	36596	21275.7
36597	21518.6	36597	21275.8
36598	21518.6	36598	21275.8
36599	21518.6	36599	21275.8
36600	21518.6	36600	21275.9
36601	21518.6	36601	21275.9
36602	21518.6	36602	21275.9
36603	21518.6	36603	21276
36604	21518.7	36604	21276
36605	21518.7	36605	21276.1
36606	21518.7	36606	21276.1
36607	21518.7	36607	21276.1
36608	21518.7	36608	21276.2
36609	21518.7	36609	21276.2
36610	21518.7	36610	21276.2
36611	21518.7	36611	21276.3
36612	21518.7	36612	21276.3
36613	21518.7	36613	21276.3
36614	21518.7	36614	21276.3
36615	21518.7	36615	21276.4
36616	21518.7	36616	21276.4
36617	21518.7	36617	21276.5
36618	21518.7	36618	21276.5
36619	21518.8	36619	21276.6
36620	21518.8	36620	21276.6
36621	21518.8	36621	21276.6
36622	21518.8	36622	21276.7
36623	21518.8	36623	21276.7
36624	21518.8	36624	21276.8
36625	21518.8	36625	21276.8
36626	21518.8	36626	21276.8
36627	21518.8	36627	21276.9
36628	21518.8	36628	21276.9
36629	21518.9	36629	21276.9
36630	21518.9	36630	21276.9
36631	21518.9	36631	21277
36632	21518.9	36632	21277
36633	21518.9	36633	21277.1
36634	21519	36634	21277.1
36635	21519	36635	21277.1
36636	21519	36636	21277.2
36637	21519	36637	21277.2
36638	21519	36638	21277.3
36639	21519	36639	21277.3
36640	21519	36640	21277.4
36641	21519	36641	21277.4
36642	21519	36642	21277.4
36643	21519	36643	21277.5
36644	21519	36644	21277.5
36645	21519	36645	21277.5
36646	21519	36646	21277.6
36647	21519	36647	21277.7
36648	21519.1	36648	21277.7
36649	21519.1	36649	21277.8
36650	21519.1	36650	21277.8
36651	21519.1	36651	21277.8
36652	21519.1	36652	21277.9
36653	21519.1	36653	21277.9
36654	21519.1	36654	21278
36655	21519.1	36655	21278
36656	21519.1	36656	21278
36657	21519.1	36657	21278.1
36658	21519.1	36658	21278.1
36659	21519.1	36659	21278.2
36660	21519.1	36660	21278.2
36661	21519.1	36661	21278.3
36662	21519.1	36662	21278.3
36663	21519.1	36663	21278.3
36664	21519.1	36664	21278.4
36665	21519.1	36665	21278.4
36666	21519.2	36666	21278.4
36667	21519.2	36667	21278.5
36668	21519.2	36668	21278.5
36669	21519.2	36669	21278.6
36670	21519.2	36670	21278.6
36671	21519.2	36671	21278.6
36672	21519.2	36672	21278.7
36673	21519.2	36673	21278.7
36674	21519.2	36674	21278.7
36675	21519.2	36675	21278.8
36676	21519.2	36676	21278.8
36677	21519.3	36677	21278.8
36678	21519.3	36678	21278.9
36679	21519.3	36679	21278.9
36680	21519.3	36680	21278.9
36681	21519.3	36681	21278.9
36682	21519.3	36682	21279
36683	21519.3	36683	21279
36684	21519.3	36684	21279
36685	21519.3	36685	21279
36686	21519.3	36686	21279.1
36687	21519.3	36687	21279.1
36688	21519.3	36688	21279.1
36689	21519.3	36689	21279.2
36690	21519.3	36690	21279.2
36691	21519.3	36691	21279.2
36692	21519.3	36692	21279.3
36693	21519.3	36693	21279.3
36694	21519.3	36694	21279.3
36695	21519.3	36695	21279.4
36696	21519.3	36696	21279.4
36697	21519.3	36697	21279.4
36698	21519.4	36698	21279.4
36699	21519.4	36699	21279.4
36700	21519.4	36700	21279.4
36701	21519.4	36701	21279.5
36702	21519.4	36702	21279.5
36703	21519.4	36703	21279.5
36704	21519.4	36704	21279.5
36705	21519.4	36705	21279.5
36706	21519.4	36706	21279.5
36707	21519.4	36707	21279.5
36708	21519.4	36708	21279.6
36709	21519.4	36709	21279.6
36710	21519.4	36710	21279.6
36711	21519.4	36711	21279.6
36712	21519.4	36712	21279.6
36713	21519.4	36713	21279.6
36714	21519.4	36714	21279.7
36715	21519.4	36715	21279.7
36716	21519.4	36716	21279.7
36717	21519.4	36717	21279.7
36718	21519.5	36718	21279.8
36719	21519.5	36719	21279.8
36720	21519.5	36720	21279.8
36721	21519.5	36721	21279.8
36722	21519.5	36722	21279.8
36723	21519.5	36723	21279.8
36724	21519.5	36724	21279.8
36725	21519.5	36725	21279.8
36726	21519.5	36726	21279.9
36727	21519.5	36727	21279.9
36728	21519.5	36728	21279.9
36729	21519.5	36729	21279.9
36730	21519.5	36730	21279.9
36731	21519.5	36731	21279.9
36732	21519.5	36732	21279.9
36733	21519.5	36733	21280
36734	21519.5	36734	21280
36735	21519.5	36735	21280
36736	21519.5	36736	21280
36737	21519.5	36737	21280
36738	21519.5	36738	21280
36739	21519.5	36739	21280
36740	21519.5	36740	21280
36741	21519.5	36741	21280
36742	21519.5	36742	21280
36743	21519.5	36743	21280
36744	21519.5	36744	21280
36745	21519.6	36745	21280.1
36746	21519.6	36746	21280.1
36747	21519.6	36747	21280.1
36748	21519.6	36748	21280.1
36749	21519.6	36749	21280.1
36750	21519.6	36750	21280.1
36751	21519.6	36751	21280.1
36752	21519.6	36752	21280.1
36753	21519.6	36753	21280.1
36754	21519.6	36754	21280.1
36755	21519.6	36755	21280.1
36756	21519.6	36756	21280.1
36757	21519.6	36757	21280.1
36758	21519.6	36758	21280.1
36759	21519.6	36759	21280.1
36760	21519.6	36760	21280.1
36761	21519.6	36761	21280.1
36762	21519.6	36762	21280.1
36763	21519.7	36763	21280.2
36764	21519.7	36764	21280.2
36765	21519.7	36765	21280.2
36766	21519.7	36766	21280.2
36767	21519.7	36767	21280.2
36768	21519.7	36768	21280.2
36769	21519.7	36769	21280.2
36770	21519.7	36770	21280.2
36771	21519.7	36771	21280.2
36772	21519.7	36772	21280.2
36773	21519.7	36773	21280.2
36774	21519.7	36774	21280.2
36775	21519.7	36775	21280.2
36776	21519.7	36776	21280.2
36777	21519.7	36777	21280.2
36778	21519.7	36778	21280.2
36779	21519.7	36779	21280.2
36780	21519.7	36780	21280.2
36781	21519.7	36781	21280.2
36782	21519.7	36782	21280.2
36783	21519.7	36783	21280.2
36784	21519.7	36784	21280.2
36785	21519.7	36785	21280.2
36786	21519.7	36786	21280.3
36787	21519.7	36787	21280.3
36788	21519.7	36788	21280.3
36789	21519.7	36789	21280.2
36790	21519.7	36790	21280.3
36791	21519.7	36791	21280.3
36792	21519.7	36792	21280.3
36793	21519.8	36793	21280.3
36794	21519.8	36794	21280.3
36795	21519.8	36795	21280.3
36796	21519.8	36796	21280.2
36797	21519.8	36797	21280.2
36798	21519.8	36798	21280.2
36799	21519.8	36799	21280.2
36800	21519.8	36800	21280.2
36801	21519.8	36801	21280.2
36802	21519.8	36802	21280.2
36803	21519.8	36803	21280.2
36804	21519.8	36804	21280.3
36805	21519.8	36805	21280.3
36806	21519.8	36806	21280.3
36807	21519.8	36807	21280.3
36808	21519.8	36808	21280.3
36809	21519.8	36809	21280.3
36810	21519.8	36810	21280.3
36811	21519.8	36811	21280.3
36812	21519.8	36812	21280.2
36813	21519.8	36813	21280.2
36814	21519.8	36814	21280.2
36815	21519.8	36815	21280.2
36816	21519.8	36816	21280.2
36817	21519.8	36817	21280.2
36818	21519.8	36818	21280.2
36819	21519.8	36819	21280.2
36820	21519.8	36820	21280.2
36821	21519.8	36821	21280.2
36822	21519.8	36822	21280.2
36823	21519.8	36823	21280.2
36824	21519.8	36824	21280.2
36825	21519.8	36825	21280.2
36826	21519.8	36826	21280.2
36827	21519.9	36827	21280.2
36828	21519.8	36828	21280.2
36829	21519.9	36829	21280.2
36830	21519.9	36830	21280.2
36831	21519.9	36831	21280.2
36832	21519.9	36832	21280.2
36833	21519.9	36833	21280.1
36834	21519.9	36834	21280.2
36835	21519.9	36835	21280.2
36836	21519.9	36836	21280.2
36837	21519.9	36837	21280.2
36838	21519.9	36838	21280.2
36839	21519.9	36839	21280.1
36840	21519.9	36840	21280.1
36841	21519.9	36841	21280.1
36842	21519.9	36842	21280.1
36843	21519.9	36843	21280.1
36844	21519.9	36844	21280.1
36845	21519.9	36845	21280.1
36846	21519.9	36846	21280.1
36847	21519.9	36847	21280.1
36848	21519.9	36848	21280.1
36849	21519.9	36849	21280.1
36850	21519.9	36850	21280.1
36851	21520	36851	21280.1
36852	21520	36852	21280.1
36853	21519.9	36853	21280.1
36854	21519.9	36854	21280.1
36855	21519.9	36855	21280.1
36856	21519.9	36856	21280.1
36857	21519.9	36857	21280.1
36858	21519.9	36858	21280.1
36859	21519.9	36859	21280.1
36860	21519.9	36860	21280.1
36861	21519.9	36861	21280.1
36862	21519.9	36862	21280.1
36863	21519.9	36863	21280.1
36864	21519.9	36864	21280
36865	21519.9	36865	21280
36866	21520	36866	21280
36867	21520	36867	21280
36868	21520	36868	21280
36869	21520	36869	21280
36870	21520	36870	21280
36871	21520	36871	21280
36872	21519.9	36872	21280
36873	21519.9	36873	21280
36874	21519.9	36874	21280
36875	21519.9	36875	21280
36876	21519.9	36876	21280
36877	21520	36877	21280
36878	21520	36878	21280
36879	21520	36879	21280
36880	21520	36880	21280
36881	21520	36881	21280
36882	21520	36882	21280
36883	21520	36883	21280
36884	21520	36884	21280
36885	21520	36885	21280
36886	21520	36886	21280
36887	21520	36887	21280
36888	21520	36888	21280
36889	21520	36889	21280
36890	21520	36890	21280
36891	21520	36891	21280
36892	21520	36892	21280
36893	21520	36893	21280
36894	21520	36894	21280
36895	21520	36895	21280
36896	21520	36896	21280
36897	21520	36897	21280
36898	21520	36898	21280
36899	21520	36899	21280
36900	21520	36900	21280
36901	21520	36901	21280
36902	21520.1	36902	21280
36903	21520.1	36903	21280
36904	21520.1	36904	21280
36905	21520.1	36905	21280
36906	21520.1	36906	21280
36907	21520.1	36907	21280
36908	21520.1	36908	21280
36909	21520.1	36909	21280
36910	21520.1	36910	21280
36911	21520.1	36911	21280
36912	21520.1	36912	21280
36913	21520.1	36913	21280
36914	21520.1	36914	21280
36915	21520.1	36915	21280
36916	21520.1	36916	21280
