Cycle=1_Fc=1_X	Cycle=1_Fc=1_Y	Cycle=1_Fc=2_X	Cycle=1_Fc=2_Y
18930	21522	18930	21264.3
18931	21521.9	18931	21264.3
18932	21521.9	18932	21264.3
18933	21521.9	18933	21264.3
18934	21521.9	18934	21264.3
18935	21521.9	18935	21264.3
18936	21521.9	18936	21264.3
18937	21522	18937	21264.3
18938	21522	18938	21264.3
18939	21522	18939	21264.3
18940	21522	18940	21264.3
18941	21522	18941	21264.3
18942	21522	18942	21264.3
18943	21522	18943	21264.3
18944	21522	18944	21264.3
18945	21522	18945	21264.4
18946	21522	18946	21264.4
18947	21522	18947	21264.4
18948	21522	18948	21264.4
18949	21522	18949	21264.4
18950	21522	18950	21264.4
18951	21522	18951	21264.4
18952	21522	18952	21264.4
18953	21522	18953	21264.4
18954	21522.1	18954	21264.4
18955	21522.1	18955	21264.4
18956	21522.1	18956	21264.4
18957	21522.1	18957	21264.4
18958	21522.1	18958	21264.4
18959	21522.1	18959	21264.4
18960	21522.1	18960	21264.4
18961	21522.1	18961	21264.4
18962	21522	18962	21264.4
18963	21522	18963	21264.4
18964	21522	18964	21264.4
18965	21522	18965	21264.4
18966	21522	18966	21264.4
18967	21522	18967	21264.4
18968	21522	18968	21264.4
18969	21522	18969	21264.4
18970	21522	18970	21264.4
18971	21522	18971	21264.4
18972	21522	18972	21264.4
18973	21522	18973	21264.4
18974	21522	18974	21264.4
18975	21522	18975	21264.4
18976	21522	18976	21264.4
18977	21522	18977	21264.4
18978	21522	18978	21264.4
18979	21522	18979	21264.4
18980	21522	18980	21264.4
18981	21522	18981	21264.4
18982	21522	18982	21264.4
18983	21522	18983	21264.4
18984	21522	18984	21264.4
18985	21522	18985	21264.4
18986	21522	18986	21264.4
18987	21522	18987	21264.4
18988	21522	18988	21264.4
18989	21522	18989	21264.4
18990	21522	18990	21264.4
18991	21522	18991	21264.4
18992	21522	18992	21264.4
18993	21522	18993	21264.4
18994	21522	18994	21264.4
18995	21522	18995	21264.4
18996	21522	18996	21264.4
18997	21522	18997	21264.4
18998	21522	18998	21264.4
18999	21522	18999	21264.4
19000	21522	19000	21264.4
19001	21522	19001	21264.4
19002	21522	19002	21264.4
19003	21522	19003	21264.4
19004	21522	19004	21264.4
19005	21522	19005	21264.4
19006	21522	19006	21264.4
19007	21522	19007	21264.4
19008	21522	19008	21264.5
19009	21522	19009	21264.5
19010	21522	19010	21264.5
19011	21522	19011	21264.5
19012	21522	19012	21264.5
19013	21522	19013	21264.5
19014	21522	19014	21264.5
19015	21522.1	19015	21264.5
19016	21522.1	19016	21264.5
19017	21522.1	19017	21264.5
19018	21522.1	19018	21264.5
19019	21522	19019	21264.5
19020	21522	19020	21264.5
19021	21522	19021	21264.4
19022	21522	19022	21264.4
19023	21522	19023	21264.4
19024	21522	19024	21264.4
19025	21522	19025	21264.5
19026	21522	19026	21264.5
19027	21522	19027	21264.5
19028	21522.1	19028	21264.5
19029	21522.1	19029	21264.5
19030	21522.1	19030	21264.5
19031	21522.1	19031	21264.5
19032	21522.1	19032	21264.5
19033	21522.1	19033	21264.5
19034	21522.1	19034	21264.5
19035	21522	19035	21264.5
19036	21522	19036	21264.5
19037	21522	19037	21264.5
19038	21522	19038	21264.5
19039	21522	19039	21264.5
19040	21522	19040	21264.5
19041	21522	19041	21264.5
19042	21522.1	19042	21264.5
19043	21522.1	19043	21264.5
19044	21522.1	19044	21264.5
19045	21522.1	19045	21264.5
19046	21522.1	19046	21264.5
19047	21522.1	19047	21264.5
19048	21522.1	19048	21264.5
19049	21522.1	19049	21264.5
19050	21522.1	19050	21264.5
19051	21522.1	19051	21264.5
19052	21522	19052	21264.5
19053	21522	19053	21264.5
19054	21522	19054	21264.5
19055	21522	19055	21264.5
19056	21522	19056	21264.5
19057	21522	19057	21264.5
19058	21522	19058	21264.5
19059	21522.1	19059	21264.5
19060	21522.1	19060	21264.5
19061	21522.1	19061	21264.5
19062	21522	19062	21264.5
19063	21522	19063	21264.5
19064	21522	19064	21264.5
19065	21522	19065	21264.5
19066	21522	19066	21264.5
19067	21522	19067	21264.5
19068	21522	19068	21264.5
19069	21522	19069	21264.5
19070	21522	19070	21264.5
19071	21522	19071	21264.5
19072	21522	19072	21264.5
19073	21522	19073	21264.5
19074	21522	19074	21264.5
19075	21522	19075	21264.5
19076	21522	19076	21264.5
19077	21522	19077	21264.6
19078	21522	19078	21264.6
19079	21522	19079	21264.6
19080	21522	19080	21264.6
19081	21522	19081	21264.6
19082	21522	19082	21264.6
19083	21522	19083	21264.6
19084	21522	19084	21264.6
19085	21522	19085	21264.6
19086	21522	19086	21264.6
19087	21522	19087	21264.6
19088	21522	19088	21264.6
19089	21522	19089	21264.6
19090	21522	19090	21264.6
19091	21522	19091	21264.6
19092	21522	19092	21264.6
19093	21522	19093	21264.6
19094	21522	19094	21264.6
19095	21522	19095	21264.6
19096	21522	19096	21264.6
19097	21522	19097	21264.6
19098	21522	19098	21264.6
19099	21522	19099	21264.6
19100	21522	19100	21264.6
19101	21522	19101	21264.6
19102	21522	19102	21264.6
19103	21522	19103	21264.6
19104	21522	19104	21264.6
19105	21522	19105	21264.6
19106	21522	19106	21264.6
19107	21522	19107	21264.6
19108	21522	19108	21264.6
19109	21522	19109	21264.6
19110	21522	19110	21264.6
19111	21522	19111	21264.6
19112	21522	19112	21264.6
19113	21522	19113	21264.6
19114	21522	19114	21264.6
19115	21522	19115	21264.6
19116	21522	19116	21264.6
19117	21522	19117	21264.6
19118	21522	19118	21264.6
19119	21522	19119	21264.6
19120	21522	19120	21264.6
19121	21522	19121	21264.6
19122	21522	19122	21264.6
19123	21522	19123	21264.6
19124	21522	19124	21264.6
19125	21522	19125	21264.6
19126	21522	19126	21264.6
19127	21522	19127	21264.6
19128	21522	19128	21264.6
19129	21522	19129	21264.6
19130	21522	19130	21264.6
19131	21522	19131	21264.6
19132	21522	19132	21264.6
19133	21522	19133	21264.6
19134	21522	19134	21264.6
19135	21522	19135	21264.6
19136	21522	19136	21264.6
19137	21522	19137	21264.6
19138	21522	19138	21264.6
19139	21522	19139	21264.6
19140	21522	19140	21264.6
19141	21522	19141	21264.6
19142	21522	19142	21264.6
19143	21522	19143	21264.6
19144	21522	19144	21264.6
19145	21522	19145	21264.6
19146	21522	19146	21264.6
19147	21522	19147	21264.6
19148	21522	19148	21264.6
19149	21522	19149	21264.6
19150	21522	19150	21264.6
19151	21522	19151	21264.6
19152	21522	19152	21264.6
19153	21522	19153	21264.6
19154	21522	19154	21264.6
19155	21522	19155	21264.6
19156	21522	19156	21264.6
19157	21522	19157	21264.6
19158	21522	19158	21264.6
19159	21522	19159	21264.6
19160	21522	19160	21264.6
19161	21522	19161	21264.6
19162	21522	19162	21264.6
19163	21522	19163	21264.6
19164	21522.1	19164	21264.7
19165	21522.1	19165	21264.7
19166	21522.1	19166	21264.7
19167	21522.1	19167	21264.7
19168	21522.1	19168	21264.7
19169	21522	19169	21264.7
19170	21522	19170	21264.6
19171	21522	19171	21264.6
19172	21522	19172	21264.6
19173	21522	19173	21264.6
19174	21522	19174	21264.6
19175	21522	19175	21264.6
19176	21522	19176	21264.6
19177	21522	19177	21264.6
19178	21522	19178	21264.7
19179	21522	19179	21264.7
19180	21522	19180	21264.7
19181	21522.1	19181	21264.7
19182	21522.1	19182	21264.7
19183	21522.1	19183	21264.7
19184	21522.1	19184	21264.7
19185	21522.1	19185	21264.7
19186	21522.1	19186	21264.7
19187	21522.1	19187	21264.7
19188	21522.1	19188	21264.7
19189	21522.1	19189	21264.7
19190	21522.1	19190	21264.7
19191	21522.1	19191	21264.7
19192	21522.1	19192	21264.7
19193	21522.1	19193	21264.7
19194	21522.1	19194	21264.7
19195	21522.1	19195	21264.7
19196	21522.1	19196	21264.7
19197	21522.1	19197	21264.7
19198	21522.1	19198	21264.7
19199	21522.1	19199	21264.7
19200	21522.1	19200	21264.7
19201	21522.1	19201	21264.7
19202	21522.1	19202	21264.7
19203	21522	19203	21264.7
19204	21522	19204	21264.7
19205	21522	19205	21264.7
19206	21522	19206	21264.7
19207	21522	19207	21264.7
19208	21522.1	19208	21264.7
19209	21522.1	19209	21264.7
19210	21522.1	19210	21264.7
19211	21522.1	19211	21264.7
19212	21522.1	19212	21264.7
19213	21522.1	19213	21264.7
19214	21522.1	19214	21264.7
19215	21522.1	19215	21264.7
19216	21522.1	19216	21264.7
19217	21522.1	19217	21264.7
19218	21522.1	19218	21264.7
19219	21522.1	19219	21264.7
19220	21522.1	19220	21264.7
19221	21522.1	19221	21264.7
19222	21522.1	19222	21264.7
19223	21522.1	19223	21264.7
19224	21522.1	19224	21264.7
19225	21522.1	19225	21264.7
19226	21522.1	19226	21264.7
19227	21522.1	19227	21264.7
19228	21522.1	19228	21264.7
19229	21522.1	19229	21264.7
19230	21522.1	19230	21264.7
19231	21522.1	19231	21264.7
19232	21522.1	19232	21264.7
19233	21522.1	19233	21264.7
19234	21522.1	19234	21264.7
19235	21522.1	19235	21264.7
19236	21522.1	19236	21264.7
19237	21522.1	19237	21264.7
19238	21522.1	19238	21264.7
19239	21522.1	19239	21264.7
19240	21522.1	19240	21264.8
19241	21522.1	19241	21264.8
19242	21522.1	19242	21264.8
19243	21522.1	19243	21264.8
19244	21522.1	19244	21264.8
19245	21522.1	19245	21264.8
19246	21522.1	19246	21264.8
19247	21522.1	19247	21264.8
19248	21522.1	19248	21264.8
19249	21522.1	19249	21264.8
19250	21522.1	19250	21264.8
19251	21522.1	19251	21264.8
19252	21522.1	19252	21264.8
19253	21522.1	19253	21264.8
19254	21522.1	19254	21264.8
19255	21522.1	19255	21264.8
19256	21522.1	19256	21264.8
19257	21522.1	19257	21264.8
19258	21522.2	19258	21264.8
19259	21522.1	19259	21264.8
19260	21522.1	19260	21264.8
19261	21522.2	19261	21264.8
19262	21522.2	19262	21264.8
19263	21522.2	19263	21264.8
19264	21522.2	19264	21264.8
19265	21522.2	19265	21264.8
19266	21522.2	19266	21264.8
19267	21522.1	19267	21264.8
19268	21522.1	19268	21264.8
19269	21522.1	19269	21264.8
19270	21522.1	19270	21264.8
19271	21522.1	19271	21264.8
19272	21522.1	19272	21264.8
19273	21522.1	19273	21264.8
19274	21522.1	19274	21264.8
19275	21522.1	19275	21264.8
19276	21522.1	19276	21264.8
19277	21522.1	19277	21264.8
19278	21522.1	19278	21264.8
19279	21522.1	19279	21264.8
19280	21522.1	19280	21264.8
19281	21522.1	19281	21264.8
19282	21522.1	19282	21264.9
19283	21522.1	19283	21264.8
19284	21522.1	19284	21264.8
19285	21522.1	19285	21264.8
19286	21522.1	19286	21264.8
19287	21522.1	19287	21264.8
19288	21522.1	19288	21264.8
19289	21522.1	19289	21264.8
19290	21522.1	19290	21264.8
19291	21522.1	19291	21264.8
19292	21522.1	19292	21264.8
19293	21522.1	19293	21264.8
19294	21522.1	19294	21264.8
19295	21522.1	19295	21264.8
19296	21522.1	19296	21264.8
19297	21522.1	19297	21264.8
19298	21522.1	19298	21264.8
19299	21522.1	19299	21264.8
19300	21522.1	19300	21264.8
19301	21522.1	19301	21264.8
19302	21522.1	19302	21264.8
19303	21522.1	19303	21264.8
19304	21522.1	19304	21264.8
19305	21522.1	19305	21264.8
19306	21522.1	19306	21264.8
19307	21522.1	19307	21264.8
19308	21522	19308	21264.8
19309	21522	19309	21264.8
19310	21522	19310	21264.8
19311	21522	19311	21264.8
19312	21522	19312	21264.8
19313	21522	19313	21264.8
19314	21522	19314	21264.8
19315	21522	19315	21264.8
19316	21522	19316	21264.8
19317	21522	19317	21264.8
19318	21522	19318	21264.8
19319	21522.1	19319	21264.8
19320	21522.1	19320	21264.8
19321	21522.1	19321	21264.8
19322	21522.1	19322	21264.8
19323	21522.1	19323	21264.8
19324	21522.1	19324	21264.8
19325	21522.1	19325	21264.8
19326	21522.1	19326	21264.8
19327	21522.1	19327	21264.8
19328	21522.1	19328	21264.8
19329	21522.1	19329	21264.8
19330	21522.1	19330	21264.8
19331	21522.1	19331	21264.8
19332	21522.1	19332	21264.8
19333	21522.1	19333	21264.8
19334	21522.1	19334	21264.8
19335	21522	19335	21264.8
19336	21522	19336	21264.8
19337	21522	19337	21264.8
19338	21522	19338	21264.8
19339	21522	19339	21264.8
19340	21522	19340	21264.8
19341	21522.1	19341	21264.8
19342	21522.1	19342	21264.8
19343	21522.1	19343	21264.8
19344	21522.1	19344	21264.8
19345	21522.1	19345	21264.9
19346	21522.1	19346	21264.9
19347	21522.1	19347	21264.9
19348	21522.1	19348	21264.9
19349	21522.1	19349	21264.9
19350	21522.1	19350	21264.9
19351	21522.1	19351	21264.9
19352	21522.1	19352	21264.9
19353	21522.1	19353	21264.9
19354	21522.1	19354	21264.9
19355	21522.1	19355	21264.9
19356	21522.1	19356	21264.9
19357	21522.1	19357	21264.9
19358	21522.1	19358	21264.9
19359	21522.1	19359	21264.8
19360	21522.1	19360	21264.8
19361	21522.1	19361	21264.8
19362	21522.1	19362	21264.8
19363	21522.1	19363	21264.8
19364	21522.1	19364	21264.8
19365	21522.1	19365	21264.8
19366	21522.1	19366	21264.8
19367	21522.1	19367	21264.8
19368	21522.1	19368	21264.8
19369	21522.1	19369	21264.8
19370	21522.1	19370	21264.8
19371	21522.1	19371	21264.8
19372	21522.1	19372	21264.8
19373	21522.1	19373	21264.8
19374	21522.1	19374	21264.9
19375	21522.1	19375	21264.9
19376	21522.1	19376	21264.9
19377	21522.1	19377	21264.9
19378	21522.1	19378	21264.9
19379	21522.1	19379	21264.9
19380	21522.1	19380	21264.9
19381	21522.1	19381	21264.9
19382	21522.1	19382	21264.9
19383	21522.1	19383	21264.9
19384	21522.1	19384	21264.9
19385	21522.1	19385	21264.9
19386	21522.1	19386	21264.9
19387	21522.1	19387	21264.9
19388	21522.1	19388	21264.9
19389	21522.1	19389	21264.8
19390	21522.1	19390	21264.8
19391	21522.1	19391	21264.8
19392	21522.1	19392	21264.8
19393	21522.1	19393	21264.8
19394	21522.1	19394	21264.8
19395	21522.1	19395	21264.8
19396	21522.1	19396	21264.8
19397	21522.1	19397	21264.8
19398	21522.1	19398	21264.8
19399	21522.1	19399	21264.8
19400	21522.1	19400	21264.9
19401	21522.1	19401	21264.9
19402	21522.1	19402	21264.9
19403	21522.1	19403	21264.8
19404	21522.1	19404	21264.9
19405	21522.1	19405	21264.9
19406	21522.1	19406	21264.9
19407	21522.1	19407	21264.9
19408	21522.1	19408	21264.9
19409	21522.1	19409	21264.9
19410	21522.1	19410	21264.8
19411	21522.1	19411	21264.8
19412	21522.1	19412	21264.8
19413	21522.1	19413	21264.8
19414	21522.1	19414	21264.8
19415	21522.1	19415	21264.8
19416	21522.1	19416	21264.8
19417	21522.1	19417	21264.8
19418	21522.1	19418	21264.8
19419	21522.1	19419	21264.8
19420	21522.1	19420	21264.8
19421	21522.1	19421	21264.8
19422	21522.1	19422	21264.8
19423	21522.1	19423	21264.8
19424	21522.1	19424	21264.8
19425	21522.1	19425	21264.9
19426	21522.1	19426	21264.9
19427	21522.1	19427	21264.9
19428	21522.1	19428	21264.9
19429	21522.2	19429	21264.9
19430	21522.2	19430	21264.9
19431	21522.2	19431	21264.9
19432	21522.2	19432	21264.9
19433	21522.2	19433	21264.9
19434	21522.2	19434	21264.9
19435	21522.2	19435	21264.9
19436	21522.2	19436	21264.9
19437	21522.2	19437	21264.9
19438	21522.2	19438	21264.9
19439	21522.2	19439	21264.9
19440	21522.2	19440	21264.9
19441	21522.2	19441	21264.9
19442	21522.1	19442	21264.9
19443	21522.2	19443	21264.9
19444	21522.1	19444	21264.9
19445	21522.1	19445	21264.9
19446	21522.1	19446	21264.9
19447	21522.1	19447	21264.9
19448	21522.2	19448	21264.9
19449	21522.2	19449	21264.9
19450	21522.2	19450	21264.9
19451	21522.2	19451	21264.9
19452	21522.2	19452	21264.9
19453	21522.2	19453	21264.9
19454	21522.2	19454	21264.9
19455	21522.1	19455	21264.9
19456	21522.1	19456	21264.8
19457	21522.1	19457	21264.8
19458	21522.1	19458	21264.9
19459	21522.1	19459	21264.9
19460	21522.1	19460	21264.9
19461	21522.1	19461	21264.9
19462	21522.1	19462	21264.9
19463	21522.1	19463	21264.9
19464	21522.1	19464	21264.9
19465	21522.1	19465	21264.9
19466	21522.1	19466	21264.9
19467	21522.1	19467	21264.9
19468	21522.1	19468	21264.9
19469	21522.1	19469	21264.9
19470	21522.1	19470	21264.9
19471	21522.1	19471	21264.9
19472	21522.1	19472	21264.9
19473	21522.1	19473	21264.9
19474	21522.1	19474	21264.9
19475	21522.1	19475	21264.9
19476	21522.1	19476	21264.9
19477	21522.1	19477	21264.9
19478	21522.1	19478	21264.9
19479	21522.1	19479	21264.9
19480	21522.1	19480	21264.9
19481	21522.1	19481	21264.9
19482	21522.1	19482	21264.9
19483	21522.1	19483	21264.9
19484	21522.1	19484	21264.9
19485	21522.1	19485	21264.9
19486	21522.1	19486	21264.9
19487	21522.1	19487	21264.9
19488	21522.1	19488	21264.9
19489	21522.1	19489	21264.9
19490	21522.1	19490	21264.9
19491	21522.1	19491	21264.9
19492	21522.1	19492	21264.9
19493	21522.1	19493	21264.9
19494	21522.1	19494	21264.9
19495	21522.1	19495	21264.9
19496	21522.1	19496	21264.9
19497	21522.1	19497	21264.9
19498	21522.1	19498	21264.9
19499	21522.1	19499	21264.9
19500	21522.1	19500	21264.9
19501	21522.1	19501	21264.9
19502	21522.1	19502	21264.9
19503	21522.1	19503	21264.9
19504	21522.1	19504	21264.9
19505	21522.1	19505	21264.9
19506	21522.1	19506	21264.9
19507	21522.1	19507	21264.9
19508	21522.1	19508	21264.9
19509	21522.1	19509	21264.9
19510	21522.1	19510	21264.9
19511	21522.1	19511	21264.9
19512	21522.1	19512	21264.9
19513	21522.1	19513	21264.9
19514	21522.1	19514	21264.9
19515	21522.1	19515	21264.9
19516	21522.1	19516	21264.9
19517	21522.1	19517	21264.9
19518	21522.1	19518	21264.9
19519	21522.1	19519	21264.9
19520	21522.1	19520	21264.9
19521	21522.2	19521	21264.9
19522	21522.2	19522	21264.9
19523	21522.2	19523	21264.9
19524	21522.2	19524	21264.9
19525	21522.2	19525	21264.9
19526	21522.2	19526	21264.9
19527	21522.2	19527	21264.9
19528	21522.2	19528	21264.9
19529	21522.2	19529	21264.9
19530	21522.2	19530	21264.9
19531	21522.1	19531	21264.9
19532	21522.1	19532	21264.9
19533	21522.1	19533	21264.9
19534	21522.1	19534	21264.9
19535	21522.1	19535	21264.9
19536	21522.1	19536	21264.9
19537	21522.1	19537	21264.9
19538	21522.1	19538	21264.9
19539	21522.1	19539	21264.8
19540	21522.1	19540	21264.8
19541	21522.1	19541	21264.8
19542	21522.1	19542	21264.8
19543	21522.1	19543	21264.8
19544	21522.1	19544	21264.9
19545	21522.1	19545	21264.9
19546	21522.1	19546	21264.9
19547	21522.1	19547	21264.9
19548	21522.1	19548	21264.9
19549	21522.1	19549	21264.9
19550	21522.1	19550	21264.9
19551	21522.1	19551	21264.9
19552	21522.1	19552	21264.9
19553	21522.2	19553	21264.9
19554	21522.2	19554	21264.9
19555	21522.2	19555	21264.9
19556	21522.2	19556	21264.9
19557	21522.2	19557	21264.9
19558	21522.2	19558	21264.9
19559	21522.1	19559	21264.9
19560	21522.1	19560	21264.9
19561	21522.1	19561	21264.9
19562	21522.1	19562	21264.9
19563	21522.1	19563	21264.9
19564	21522.1	19564	21264.9
19565	21522.1	19565	21264.9
19566	21522.1	19566	21264.9
19567	21522.1	19567	21264.9
19568	21522.1	19568	21264.9
19569	21522.1	19569	21264.9
19570	21522.1	19570	21264.9
19571	21522.1	19571	21264.9
19572	21522.1	19572	21264.9
19573	21522.1	19573	21264.9
19574	21522.1	19574	21264.9
19575	21522.1	19575	21264.9
19576	21522.1	19576	21264.9
19577	21522.1	19577	21264.9
19578	21522.1	19578	21264.9
19579	21522.1	19579	21264.9
19580	21522.1	19580	21264.9
19581	21522.1	19581	21264.9
19582	21522.1	19582	21264.9
19583	21522.1	19583	21264.9
19584	21522.1	19584	21264.9
19585	21522.1	19585	21264.9
19586	21522.1	19586	21264.9
19587	21522.1	19587	21264.9
19588	21522.1	19588	21264.9
19589	21522.1	19589	21264.9
19590	21522.1	19590	21264.9
19591	21522.1	19591	21264.9
19592	21522.1	19592	21264.9
19593	21522.1	19593	21264.9
19594	21522.1	19594	21264.9
19595	21522.1	19595	21264.9
19596	21522.1	19596	21264.9
19597	21522.1	19597	21264.9
19598	21522.1	19598	21264.9
19599	21522.1	19599	21264.9
19600	21522.1	19600	21264.9
19601	21522.1	19601	21264.9
19602	21522.1	19602	21264.9
19603	21522.1	19603	21264.9
19604	21522.1	19604	21264.9
19605	21522.1	19605	21264.9
19606	21522.1	19606	21264.9
19607	21522.1	19607	21264.9
19608	21522.1	19608	21264.9
19609	21522.1	19609	21264.9
19610	21522.1	19610	21264.9
19611	21522.1	19611	21265
19612	21522.1	19612	21265
19613	21522.1	19613	21265
19614	21522.1	19614	21264.9
19615	21522.1	19615	21264.9
19616	21522.1	19616	21264.9
19617	21522.1	19617	21264.9
19618	21522.1	19618	21264.9
19619	21522.1	19619	21264.9
19620	21522.1	19620	21264.9
19621	21522.1	19621	21264.9
19622	21522.1	19622	21264.9
19623	21522.1	19623	21264.9
19624	21522.1	19624	21264.9
19625	21522.1	19625	21264.9
19626	21522.2	19626	21264.9
19627	21522.2	19627	21264.9
19628	21522.2	19628	21264.9
19629	21522.2	19629	21264.9
19630	21522.2	19630	21264.9
19631	21522.2	19631	21264.9
19632	21522.2	19632	21264.9
19633	21522.2	19633	21264.9
19634	21522.2	19634	21265
19635	21522.2	19635	21264.9
19636	21522.2	19636	21264.9
19637	21522.2	19637	21264.9
19638	21522.2	19638	21264.9
19639	21522.2	19639	21264.9
19640	21522.2	19640	21264.9
19641	21522.1	19641	21264.9
19642	21522.1	19642	21264.9
19643	21522.1	19643	21264.9
19644	21522.1	19644	21264.9
19645	21522.1	19645	21264.9
19646	21522.1	19646	21264.9
19647	21522.1	19647	21264.9
19648	21522.1	19648	21264.9
19649	21522.1	19649	21264.9
19650	21522.1	19650	21264.9
19651	21522.1	19651	21264.9
19652	21522.1	19652	21264.9
19653	21522.1	19653	21265
19654	21522.1	19654	21265
19655	21522.1	19655	21265
19656	21522.1	19656	21265
19657	21522.1	19657	21265
19658	21522.1	19658	21265
19659	21522.1	19659	21265
19660	21522.1	19660	21265
19661	21522.1	19661	21265
19662	21522.1	19662	21265
19663	21522.1	19663	21265
19664	21522.1	19664	21265
19665	21522.1	19665	21265
19666	21522.1	19666	21265
19667	21522.1	19667	21265
19668	21522.1	19668	21265
19669	21522.1	19669	21265
19670	21522.1	19670	21265
19671	21522.2	19671	21265
19672	21522.2	19672	21264.9
19673	21522.2	19673	21264.9
19674	21522.2	19674	21265
19675	21522.2	19675	21265
19676	21522.2	19676	21265
19677	21522.2	19677	21265
19678	21522.2	19678	21265
19679	21522.2	19679	21265
19680	21522.2	19680	21265
19681	21522.2	19681	21264.9
19682	21522.2	19682	21265
19683	21522.2	19683	21265
19684	21522.2	19684	21265
19685	21522.2	19685	21265
19686	21522.2	19686	21265
19687	21522.2	19687	21265
19688	21522.1	19688	21265
19689	21522.1	19689	21265
19690	21522.2	19690	21265
19691	21522.2	19691	21265
19692	21522.2	19692	21265
19693	21522.2	19693	21265
19694	21522.2	19694	21265
19695	21522.2	19695	21265
19696	21522.2	19696	21265
19697	21522.2	19697	21265
19698	21522.2	19698	21265
19699	21522.2	19699	21265
19700	21522.1	19700	21265
19701	21522.1	19701	21265
19702	21522.1	19702	21265
19703	21522.1	19703	21265
19704	21522.2	19704	21265
19705	21522.2	19705	21265
19706	21522.2	19706	21265
19707	21522.2	19707	21265
19708	21522.2	19708	21265
19709	21522.2	19709	21265.1
19710	21522.2	19710	21265.1
19711	21522.2	19711	21265
19712	21522.2	19712	21265
19713	21522.2	19713	21265
19714	21522.2	19714	21265
19715	21522.2	19715	21265
19716	21522.2	19716	21265
19717	21522.2	19717	21265
19718	21522.2	19718	21265
19719	21522.2	19719	21265
19720	21522.1	19720	21265
19721	21522.1	19721	21265
19722	21522.1	19722	21265
19723	21522.2	19723	21265
19724	21522.2	19724	21265
19725	21522.2	19725	21265
19726	21522.2	19726	21265.1
19727	21522.2	19727	21265.1
19728	21522.2	19728	21265.1
19729	21522.2	19729	21265.1
19730	21522.2	19730	21265
19731	21522.2	19731	21265
19732	21522.2	19732	21265
19733	21522.2	19733	21265
19734	21522.1	19734	21265
19735	21522.1	19735	21265
19736	21522.1	19736	21265
19737	21522.2	19737	21265
19738	21522.2	19738	21265
19739	21522.2	19739	21265
19740	21522.2	19740	21265
19741	21522.2	19741	21265
19742	21522.2	19742	21265
19743	21522.2	19743	21265
19744	21522.2	19744	21265
19745	21522.1	19745	21265
19746	21522.1	19746	21265
19747	21522.1	19747	21265
19748	21522.1	19748	21265
19749	21522.1	19749	21265
19750	21522.1	19750	21265
19751	21522.2	19751	21265
19752	21522.1	19752	21265
19753	21522.2	19753	21265
19754	21522.2	19754	21265
19755	21522.2	19755	21265
19756	21522.1	19756	21265
19757	21522.1	19757	21265
19758	21522.2	19758	21265
19759	21522.2	19759	21265
19760	21522.2	19760	21265
19761	21522.2	19761	21265
19762	21522.2	19762	21265
19763	21522.2	19763	21265
19764	21522.2	19764	21265
19765	21522.1	19765	21265
19766	21522.1	19766	21265
19767	21522.1	19767	21265
19768	21522.1	19768	21265
19769	21522.1	19769	21265
19770	21522.1	19770	21265
19771	21522.1	19771	21265
19772	21522.1	19772	21265
19773	21522.1	19773	21265
19774	21522.1	19774	21265
19775	21522.1	19775	21265
19776	21522.1	19776	21265
19777	21522.1	19777	21265
19778	21522.1	19778	21265
19779	21522.1	19779	21265
19780	21522.1	19780	21265
19781	21522.1	19781	21265
19782	21522.2	19782	21265
19783	21522.2	19783	21265
19784	21522.2	19784	21265
19785	21522.2	19785	21265
19786	21522.2	19786	21265
19787	21522.2	19787	21265
19788	21522.2	19788	21265
19789	21522.2	19789	21265
19790	21522.2	19790	21265
19791	21522.2	19791	21265.1
19792	21522.2	19792	21265.1
19793	21522.2	19793	21265.1
19794	21522.2	19794	21265.1
19795	21522.2	19795	21265.1
19796	21522.2	19796	21265.1
19797	21522.2	19797	21265
19798	21522.2	19798	21265
19799	21522.2	19799	21265
19800	21522.2	19800	21265
19801	21522.2	19801	21265
19802	21522.1	19802	21265
19803	21522.1	19803	21265
19804	21522.1	19804	21265
19805	21522.1	19805	21265
19806	21522.1	19806	21265
19807	21522.1	19807	21265
19808	21522.1	19808	21265
19809	21522.1	19809	21265
19810	21522.1	19810	21265
19811	21522.1	19811	21265
19812	21522.1	19812	21264.9
19813	21522.1	19813	21264.9
19814	21522.1	19814	21264.9
19815	21522.1	19815	21264.9
19816	21522.1	19816	21264.9
19817	21522.1	19817	21265
19818	21522.1	19818	21265
19819	21522.1	19819	21265
19820	21522.1	19820	21265
19821	21522.1	19821	21265
19822	21522.1	19822	21265
19823	21522.1	19823	21265
19824	21522.1	19824	21265
19825	21522.1	19825	21265
19826	21522.1	19826	21265
19827	21522.1	19827	21264.9
19828	21522.1	19828	21265
19829	21522.1	19829	21265
19830	21522.1	19830	21265
19831	21522.1	19831	21265
19832	21522.1	19832	21265
19833	21522.1	19833	21265
19834	21522.1	19834	21265
19835	21522.1	19835	21265
19836	21522.1	19836	21265
19837	21522.1	19837	21265
19838	21522.1	19838	21265
19839	21522.1	19839	21265
19840	21522.1	19840	21265
19841	21522.1	19841	21265
19842	21522.1	19842	21265
19843	21522.1	19843	21265
19844	21522.1	19844	21265
19845	21522.1	19845	21265
19846	21522.1	19846	21265
19847	21522.1	19847	21265
19848	21522.1	19848	21265
19849	21522.1	19849	21265
19850	21522.1	19850	21265
19851	21522.1	19851	21265
